identifier	lemma	context	indices_target_token
old_corpus_spanish-344157-617	adelante	Prim era la impaciencia misma; sus nervios vibraban; su bilis amarilleaba el blanco de sus ojos, y ponía en su boca el amargor de la pura quina... Pasos la calle anunciaban que alguien venía con la noticia de salida de tropas; pero lo que venía era el desengaño tras extinción gradual de los pasos calle adelante. La casa era ruin, pequeña, con un solo piso alto, solado de baldosines sobre vigas endebles; la escalera de palo, al aire; vivienda frágil, temblona, tan conductora de los ruidos propios y de los de la calle, que no cesaban de sonar en ella golpes, rasguños, estallidos o lastimeros ayes de seres invisibles.	304:312
old_corpus_spanish-672525-83	adelante	Una negación tan rotunda ya es algo. Adelante… Luego, tu determinación es irrevocable; luego, te sientes con fuerzas para afrontar esa vida, que yo soy el primero en alabar y enaltecer… esa vida, ¡ah!, de la cual hallamos ejemplos tan hermosos en los tiempos pasados, pero que en los presentes… ¡ah!… Resumiendo: que te propones ingresar en alguna de las Órdenes existentes, y acabar tu vida en un claustro. Perfectamente; pero aquí entro yo, aquí entra tu hermano mayor, el jefe actual de la familia, el cual tiene la suerte de ver las cosas con gran claridad, y de plantear todas las cuestiones en el terreno positivo.	37:45
old_corpus_spanish-83916-702	adelante	Monsalud al oírla, sintió en su corazón frío de muerte; sintiose cobarde, zumbó en su cerebro la sangre inflamada; su brazo era un estropajo inerte que apenas podía mover el sable, aquel hierro, trocado en caña inútil por la súbita congoja del alma… El universo entero se le había caído encima. —No tengo armas —dijo Navarro sin dar un paso hacia adelante ni hacia atrás y soltando la linterna—. Puesto que no puedo ni quiero batirme contigo en lid de caballeros, asesíname, francés; ese es tu oficio.	347:355
old_corpus_spanish-592587-910	adelante	Estaba en el circo Sacristán, arrogante bestia de Aleas, berrendo en negro, bien armado, de muchos pies, querencioso. Al clamor olímpico que acogió la fiereza de su primera embestida al caballo, uniose bien pronto un susurro de descontento, y todas las miradas, ¡cosa inaudita!, se apartaron del redondel, por cuya arena ensangrentada un espectro de caballo paseaba sus tripas, como la cometa sin aire pasea su rabo antes de caer en la tierra… Siguió adelante la suerte, y las gotas seguían cayendo; pero al fin cuando Higadillos, vestido de grana y oro, los trastos en la acerada mano, brindaba delante de la Presidencia, viose un movimiento general, una gran agitación del público. Levantábase la gente; aquí gritaban, allá gruñían, y en los tendidos oscilaban las cabezas y se entrecruzaban los brazos y zancajeaban las piernas.	451:459
old_corpus_spanish-349336-206	adelante	El propio médico, terminada la cura, bajó a decirle que no podía dar un pronóstico satisfactorio. ¡Adelante! En su rápida marcha hacia Pedro Abad, hallaron los viajeros fuerzas del ejército vencido en Alcolea, que se retiraban sin perder su organización.	99:107
old_corpus_spanish-31101-33	adelante	—En marcha. Adelante. Y antes de las dos, iban a campo traviesa por un sendero que les indicó el pastor de guarros.	12:20
old_corpus_spanish-73194-588	adelante	Con más zalamería y astucia de las que cabían en una niña de su edad, Cecilia abrazó y besó a su abuela, a la cual dio el nombre de Chepilla (alteración caprichosa de Josefa), que así generalmente la llamaban. Bastó eso para aplacar su enojo, y nada hay en ello que extrañar, porque, según adelante veremos, había sido tan infeliz aquella mujer, sentía tal necesidad de ser amada por el único ser que la interesaba de cerca en el mundo, que mantener seriedad con la nieta, hubiera sido lo mismo que prolongar su propio martirio. Por supuesto que selló sus labios de golpe, y no acertó a otra cosa que a contemplarla, bien así como momentos antes había estado contemplando el dulce rostro de María Santísima, en fervorosa oración.	290:298
old_corpus_spanish-610193-224	adelante	En 1650 encuéntrase en los archivos registrado el nombre de una señora Doña Tránsito Sarmiento. De ahí para adelante se me pierde la traza de esta familia y los más laudables esfuerzos de mi parte no han alcanzado a ligarla al adelantado Sarmiento, fundador de la colonia de Magallanes de aciaga memoria, no obstante haber tradición de que los Sarmientos de San Juan eran vizcaínos como aquel. Habría saltado de contento de haber podido referir a tan noble origen mis esfuerzos por repoblar el Estrecho.	108:116
old_corpus_spanish-641497-317	adelante	Estábamos de rasgos, y yo no podía menos de sacar el mío. No me había acordado hasta entonces de socorrer a Eloísa; pero puesto que otro me echaba el pie adelante, yo me encalabrinaba un poco, queriendo ser el primero. Disputamos un rato, cada cual con nuestro tema.	154:162
old_corpus_spanish-250126-391	adelante	Finalmente, no le faltaban dotes de inteligencia, siempre que no se tocase a las preocupaciones o a las ideas que en su consistencia geológica eran base de la familia. Todo esto lo vemos más adelante, porque esta hermosa bestiecita, esta mujer linda y profunda, este hermoso vaso lleno de tempestades, y que conteniendo el Océano parece una redoma de peces, ocupará lugar muy importante en las historias que van a leerse, y a las cuales sirve de prefacio la siguiente. Sentados todos, y tendido el mantel, la cesta dio de sí todo lo que tenía, y empezó la comida.	191:199
old_corpus_spanish-322609-254	adelante	Esto es una intriga, y la primera víctima de la intriga es Su Majestad. O no servimos para nada, o debemos echar el cuerpo adelante para amparar a la Reina. — ¡Sacar el cuerpo, yo! Lo he sacado ya mil y mil veces.	123:131
modern_corpus_spanish-765718-1088	adelante	Otra propiedad es la siguiente: Un velero normal tiene una orza aquí y un timón en la parte posterior y estas dos cosas son lo que crea más resistencia y turbulencia detrás del barco, pero como este no tiene ni orza ni timón, esperamos que si seguimos trabajando en este diseño de casco podamos mejorarlo y tener menos resistencia. La otra cosa es, la mayoría de los barcos, cuando llegan a una cierta velocidad y van en las olas, comienzan a golpear y golpear sobre la superficie del agua y una gran parte de la energía que se mueve hacia adelante se pierde. Pero si vamos con la corriente, si prestamos atención a los patrones naturales en lugar de tratar de ser fuertes, podemos absorber muchos ruidos ambientales, así, la energía de las olas, para ahorrar algo de energía para seguir adelante.	540:548
old_corpus_spanish-399073-67	adelante	Habían descansado. Siguieron adelante, hasta llegar a la entrada del bosque que hay más allá de Saldeoro. Detuviéronse entre un grupo de viejos nogales, cuyos troncos y raíces formaban en el suelo una serie de escalones, con musgosos huecos y recortes tan apropiados para sentarse, que el arte no los hiciera mejor.	29:37
