identifier	lemma	context	indices_target_token
2012-2019_bank_4769	bank	Slik skal bankene vite hvem som ikke betaler for seg og nekte disse nye lån. - Alle har et personlig ansvar for økonomien sin, men dette er hjelp til selvhjelp.	10:17
2012-2019_bank_21123	bank	Reell frykt for «grexit» ga bank run. Siden ESB bare opprettholder sin nødhjelp med penger til greske banker, ikke øker den, ble bankene stengt og minibankuttaksgrenser innført. Samfunnet er i ferd med å kollapse.	28:32
1980-1990_bank_4829	bank	Det bestemmes i fjerde punktum at en kjøpesum som er innbetalt, skal plasseres i offentlig godkjent bank til den kan utbetales. Det stemmer med tvfbl § 58 at namsmyndigheten som mottar penger i forvaring, skal sette beløpet i bank.	100:104
2012-2019_bank_24575	bank	(FA side 10) DRYPPER ARBEID PÅ NORSK TITANIUM Alcoas gigantkontrakt med Airbus kan gi oppdrag til Norsk Titanium, der Scatec Solar har en eierandel på 30 prosent. -Vi ser for oss et strategisk samarbeid med Alcoa fremover, sier styreleder John Andersen. (FA side 12) KAN FÅ UTFORDRINGER MED PRISINGEN Utlendingers mistanke om norsk boligboble kombinert med oljeprisfall kommer i tillegg til lav prising av norske banker på børs.	413:419
1980-1990_bank_3668	bank	I notatene er til dels brukt forkortelser for personbetegnelser. «Haa» står for Haave seiv, «VSJ» er skatterevisor Vidar Sti Johannesen, «EAG» er avdelingssjef Gunneng i Norges Bank, «Nygaard» er byråsjef Nygaard i Handelsdepartementet, «KEF» er underdirektør Forsund i Skattedirektoratet, «KS» direktør Knud Søyland i Skattedirkektoratet. «SBS» er direktør Sverre B. Skottun i Skattedirektoratet, «F-P» er byråsjef Friis-Petersen i Finansdepartementet, «E» er finansråd Erichsen i Finansdepartementet, «B.H» er regjeringsadvokat Bjørn Haug, «P.S» er kontorsjef Per Steina i Norges Bank, «FW» er underdirektør Wilberg i Skattedirektoratet, «F» og «Fl» er davaerende statsadvokat Flornes, «D» riksadvokat	177:181
1980-1990_bank_3391	bank	Hvis denne myndighet legges til Stortinget, vil representantskapet fremdeles kunne vaere bankens øverste organ i budsjettspørsmål, som bl.a. avgir budsjettforslag og foretar naermere fordeling innenfor rammen av Stortingets vedtak.	89:96
1980-1990_bank_3022	bank	I etterkrigstiden har bankens utlån til naeringslivet vesentlig vaert begrenset til kreditter til fiskerinaeringen i Nord-Norge. Lånene er rene driftskreditter i form av kassekreditt til vedkommende bedrift.	22:29
2012-2019_bank_38450	bank	For øvrig har banken innsett at Norge ikke er isolert.	14:20
2012-2019_bank_27137	bank	Svakere fra Sparebank 1 SMN Konsernsjef Finn Haugan i Sparebank 1 SMN. Foto: Ole Morten Melgård. Sparebanken 1 SMN fikk et resultat før skatt på 567 millioner kroner i første kvartal 2015, mot 597 millioner kroner i samme periode året før. Det opplyser banken i kvartalsrapporten fredag. Netto renteinntekter utgjorde 467 millioner kroner (412), mens netto provisjons- og andre driftsinntekter ble 377 millioner kroner (385). Tap på utlån og garantier var 22 millioner kroner i kvartalet (17). Målet om ren kjernekapital i 2016 på 13,5 prosent vil bli oppnådd med tilbakeholdt overskudd og moderat vekst, skriver banken.	253:259
2012-2019_bank_1536	bank	- Vi ser nå at bankene velger å plassere pengene i sentralbanken eller i sikre statspapirer for at man skal ha tilgang til likdivitet, sier Mork.	15:22
2012-2019_bank_3477	bank	Det har ikke skjedd. Norges største bank, DNB, tror at Norges Bank kutter styringsrenten i mars og at pengemarkedsrenten, målt ved 3 måneders Nibor-rente (Nibor = Norwegian Inter Bank Offered Rate), skal enda mer ned i løpet av året. Men det er heller ikke da sikkert at boliglånsrenten følger etter. Tvert imot er det fare for at bankene setter opp renten i løpet av året. Tjener for lite	36:40
1980-1990_bank_2829	bank	«Banken fastsetter regler for kredittens omfang, rentesatser og tilbakebetalingsvilkår.	1:7
2012-2019_bank_40560	bank	Det gjør at banken troner på toppen av denne månedens mest solgte aksjer.	12:18
1980-1990_bank_3609	bank	I lånekontrakten var bestemt at banken kunne kreve tilleggssikkerheter hvis utestående låns størrelse kom til å overskride 60% av markedsverdiene på de pantsatte skip.	32:38
1980-1990_bank_835	bank	Dette markedet funksjonerer på den måten at bankene kan skaffe seg norske kroner mot å selge valuta til dagens kurs.	44:51
1970-2015_bit_41	bit	I Sør-Trøndelag har de derfor hatt det som kan kalles en sekvensiell omorganisering av tjenestene. Omorganiseringen har skjedd stykkvis eller bit for bit over tid.	142:145
1929-1965_bit_260	bit	"Klifa, v. (ad) gjentage, gjøre noget paa nfy, anben Øang o. f. b.; parf eigi pat (tad) at klifa optarr Mag. Il 57 ; klifar pii nokkut jafnan .&gt;: bu fyar altib noget at fnaffe om, Nj. 54 (85 2 i; vér kumpanar laerdum pik eitt vers, ok er pat nu pegar pér svå kaert, sein pii kunnir dngvan hlut annan, khfandi pat jafnan ae fram i heiminn Mar. 506 3 (jbf. Heid. 25 ©. 349 23 ); er pu klifar å pessu (o: fyotber baa meb bette, iffe bit opfyøre at tale berom), munu vid E. fara heiman ok safna lidi Mag. 27 7 ; m. ®en. hun sagdi, at hann purfti ekki jafnan at klifa hins sama Svarfd, 2b 30 ; kerling klifaoi allt sumarit um arfasåtuna, at inn skyldi bera Nj. 125 (194""); toludu um, at sjå madr vaeri hit mesta fin, hversu heimsliga hann klifast vid konung (o: fommer atter og atter frem meb bet famme for flongen) Flat. 111, 381""; pessi håttr heitir klifat (i fybitfen nemlig famme ©tabelfe er gjentaget i alle £&gt;albberfets 3txm) SE. I, 660"". klifgata, f. Ski forn fører obab en flleb eller brat SBaffe. Haensn. lb (176'). klifra, v. (ad) ftabre, = klifa; pat folk, er fyrir bord var kastat, vildi ae klifra å verplana Fsk. 186 2 '. kligja, v. (gd) føle flbalme, SBcemmelfe, SCilbøieligfyeb til Dpfaftelfe. Alex. 153 9 jbf."	432:435
1970-2015_bit_342	bit	Og som for de andre gårdene på denne sletten, tok mellomriksveien en liten bit jord, nemlig 0,64 dekar. Utenfor kartet var det ca. 40 dekar skog.	75:78
1970-2015_bit_294	bit	Det var viktig at loven kom. I den sterke utbyggingsperioden etter krigen var dessverre verdifulle biter av gamle veifar blitt ødelagt og bygd ned. En kunnskapsrik veihistoriker i nyere tid var dr. philos. H.O. Christophersen.	99:104
1929-1965_bit_211	bit	"MoJbech Dansk Diai. Lexicon &amp;. 438 19 ; Bi«&amp; 522a s *); fekk konungr ti! lunn bezta laekni at gvceSa hundinn. ok varfl hann heill. en samir menn segja. at hann sendi rakkann til Finns Jjess, er heitit ha!si at laekna hann. Sem fyrr er ritat Flat. I. 394""; pat hyga ek, at hundr yflvarr iTigi styrir alilitlu verr en ek; freista må sliks. sagSi konungr —; konungr tok på faetr rakkans ok lagdi at styrinu en helt J) 6 sjalfr å styrinu jafnfram Flat. I. 405 16 ' 19 ; la rakkinn å husum uppi, ok teygir hann rakkann a buott meB sér —: i pvi sér hundrinn. at par eru menn fyrir JR. 77 (114 14 ); rakkar par renna, rådask mink geyja, opt verar glaumr hunda fyr geira flugum Am. 24 (25): pat er ok vani Indialands. kvendis at binda hunda i skogum å nåttar tima fyrir pinum. at eigi purfu peir raka skegg 1 36 ™ dyrum. Sem tigridea heita, ok bitt inum vinstra rnegm (ni. efterat bele bit benftre Sinb et um daga lifs pins Kim. 95 3 ': faer hann henni erm hvassasta hårknif. ok rakar ton n 7 hans lokka 57/. 418 3 ; raka sér (ni. skegg): peir håfou låtit skaia krunur ok raka sér (= raka sik unber raka 2) Sturl. I. 323 d ."	886:889
1929-1965_bit_208	bit	Uveiret ryker dem rakt imot. Driver av fyksne synker de i, kjaemper sig fri, sliter sig frem over avblåst ur, stanser et tak mot en is-svulls mur. Traerne pisker som kov forbi, skriker i nod, biter som orm.	192:197
1970-2015_bit_138	bit	Dersom modellen skal brukes i mange forskjellige sammenhenger i framtida, trengs det en sterkere modularisering av programsystemet, dvs. at en deler opp programsystemet i biter som en kan hente inn etter behov. Dersom SIMJAR skal brukes i to ulike sammenhenger som f. eks.	171:176
1929-1965_bit_172	bit	Man fant den siste sittende død, klaedd i sin skinndrakt, med vatter på og en bit flesk i hånden. Hermetikkboksene lå urørt rundt omkring, men saltmattønnene var halvspist.	78:81
1970-2015_bit_362	bit	En god regel er å unngå farge-, tone- og kontrastjustering på alle masterfiler, med mindre de er lagret i 48 bit (RGB).	109:112
1970-2015_bit_206	bit	Dette bildet får 32 bits fargedybde. Enkelte skannere leverer RGB-bilder med 30 bits fargedybde, dvs. 10 bits for hver farge. Det gir hele 1.024 nyanser for hver farge og kan vaere med på å skille ut detaljer, saerlig i skyggepartiene, som kanskje ikke ville vaert synlig med en skanning i 24 bits fargedybde. FARGEROM Kalles «Colour Space» på engelsk.	20:24
1929-1965_bit_131	bit	Det eldste bergverk av betydning i Nord-Norge er vistnoll bitens Kobberverk i Kåfjord ved bunnen av Altafjorden.	58:64
1929-1965_bit_318	bit	Imidlertid forhastet vi oss ikke, men satte oss til å spise igjen, da det efter Ivers mening var uvisst når vi senere kunde få leilighet til å ta oss en bit mat. Jeg har også senere ofte sett gamle reinjegere gjøre det samme. Straks de på lengere hold har opdaget rein, er det første de gjør å ta til nisteskreppen og få sig mat. Men min egen erfaring har derimot laert mig at man alltid gjør rettest i straks å gå på, dels fordi der kan komme folk gående og skremme eller «vinde» dyrene, dels fordi andre jegere kan vaere i farvannet, dels fordi dyrene kanskje nettop kan stå på et guns* tig lende når man opdager dem, men ved å gå snart kommer over på ugunstig terreng. Ligger dyrene, kan man like så godt eller helst holde måltid så naer dem som mulig enn langt fra dem. Men Harald rettet sig efter Iver, og jeg som den yngste måtte naturligvis rette mig efter Harald. Vi fortsatte altså vel til mote vårt måltid, tendte så snaddene våre og lunket så av sted i nordøstlig retning for å komme under vinden. Midt gjen&lt;= nem dalen rinner en temmelig stor bekk.	153:156
1929-1965_bit_153	bit	Lite dei håar og haattar, med alt sitt Braak og sitt Rop. Dei er nokre Faamings Fjottar: dei karm ikkje halde ihop!» Ku-Lokk. Aa Kyri mi vene, aa Kyri mi! Her sviv me no glade i Sumars Tid; i Fjelle finn me dei finaste Stråa; i Dalen strøymer den stride Aa. Og Vinden stryker so ljuv og linn som signande Sus fraa den klaare Tind Aa Kyri mi gode, aa Kyri mi! Her skal du vel trivast i grøne Lid; her sildrar Kjelda med Surl og Skval, og Grase er mjukt og Skuggen sval. Ja Nordanaas-Lidi, der er det godt; der gjaeter Huldri kvar einaste Nott. Aa Kyri mi snilde, aa Kyri mi, aa hav det no godt denne vesle Rid! Eg Ormen skal jaga som bit din Legg, og Flugu og My og stingande Klegg. Og Dagen skal gaa som den lette Vals; og vil du kvile, eg klåar din Hals. So lyder dei etter ditt Klokkespel, nåar heim me stundar ved Solegladsbil; daa kjem du so god med ditt fulle Jur og slikkar ditt Salt framved Kjøken-Mur. So vert du mjølka og gjeng i Kve og jortar og drøymer og søv i Fred. Aa Kyri mi vene, aa Kyri mi! Drøym godt um meg og den grøne Lid! Der sullar me saele den Sumar lang; til Hausten skal me paa Heimevang.	633:636
1970-2015_bit_47	bit	En kunne ikke lenger bygge ut en bit her og der etter som grunneierne trengte penger og ville selge noen tomter. Grunneierne kunne til tider vaere noe überegnelige.	33:36
1929-1965_bit_79	bit	Noen var kommet bit ned like efter nyttår 1937; en del var gått om natten over Pyreneerne ned til Figueras efter at franske-grensen var sperret; en hadde vaert ombord på «Ciudad de Barcelona», da den blev torpedert pa forsommeren utenkor spanskekysten, underveis fra Marseille.	16:19
1970-2015_bit_363	bit	For filer som lagres i 24 bit RGB, bør alle justeringer av farge(tone) og kontrast alltid utføres i skanningen, eller før RAW-filen konverteres til TIFF. Det optimale er å beholde alle filer i RGB. Kapasitet og lagringsplass gjør imidlertid at enkelte institusjoner velger å digitalisere/konvertere svart-hvittmateriale til gråskala.	26:29
1929-1965_bit_38	bit	Dem venlig tillate at oldemor flyttet ur på landet til Ågot — eller at Ågot flyttet bit in, ganske	84:87
1970-2015_bit_306	bit	Løsningene blir valgt etter en bit for bit diskusjon ut fra hva som fortoner seg billigst på kort sikt. Dette gjelder f.eks. landbruksareal, som blir betraktet som et reelt alternativ så lenge det vil koste mer å bygge på uproduktive arealer.	31:34
1970-2015_bit_301	bit	Men jeg ønsket meg likevel ut på landet, for der å forsøke å virkeliggjøre noen av de tanker og ideer som for lenge siden hadde invadert, hjemsøkt min sjel: drømmen om å leve og virke i pakt med naturen, foredle jorden og arbeide i frisk luft hele året. Betingelsene for å leve dette liv ligger godt til rette for meg her i California, men ikke på denne farmen. Når jeg attpåtil bor i hus med et rovdyr som glupskt og hensynsløst fortaerer mine livskrefter, bit for bit, er det ikke rart at jeg kommer til kort.	458:461
1929-1965_bit_370	bit	De eller de andre, som snakker aeren av henne, det bitterste annet om saken enn hva I sådan har fått laget til» sa Salve bistert og foraktelig. Han hadde en trang til å forsvare Elisabeth ennu for de andre, skjønt han dessverre alt hadde felt henne i sitt hjerte og følte seg syk, nesten svimlende innvendig. «Jeg har tilfeldigvis en kunnskap om hvordan det henger sammen,» løy han, idet han koldt og skarpt så henne inn i ansiktet, «og,» her fløy han opp og slo voldsomt i bordet «jeg spiser ikke en bit ien slik klaffertunges hus! forstår De, madam!» med et: «Vaer så god å gjøre	501:504
1970-2015_bit_365	bit	Skanning/ avfotografering direkte i gråskala anbefales kun for institusjoner som har en god kvalitetssikring av sin produksjon. Justeringer på filer lagret i 8 eller 16 bit vil medføre tap av viktig eksponeringsinformasjon. 21 Veiledningens forslag til en minimumsstandard er: 24 bit RGB for farge, 16 bit for gråskala (for mer info se 3.6. Anbefalte Standarder).	169:172
1929-1965_bit_334	bit	Den som kjem fyrst til mylla, faer fyrst mala. I myrkna er alle kattar grå. 38 89 Det legst alltid visa til for den som kveda vil. 90 91 Mannen visste ikkje at kjerringa var galen fyrr ho song når ho åt. 92 Han svelt ikkje som tjukt bit.	233:236
2012-2019_bystyrerepresentant_432	bystyrerepresentant	At flertallsbyrådet ryker i Erna Solbergs hjemby, pekes på som svaert uheldig. Bystyrerepresentant Robert Monsen er en av dem som har tatt Frølich i forsvar.	79:98
2012-2019_bystyrerepresentant_494	bystyrerepresentant	Her må man se på gebyrnivået i kommunen, og vurdere landbruket separat fra annen type eiendom, mener han. Som eneste bystyrerepresentant fra det landbruksvennlige partiet, peker Bjørdal på utfordringene med å ta vare på bøndene i kommunen.	117:136
2012-2019_bystyrerepresentant_441	bystyrerepresentant	FRYKTER IKKE KJØNNSLEMLESTELSE: Bashe Musse, somalisk-norsk bystyrerepresentant mener somaliere i Norge har endret holdning til kjønnslemlestelse. Foto: Trond Solberg 530 somalisk-norske jenter i alderen 6-13 år ble i tidsrommet 2001-2012 sendt ut av Norge, ifølge en fersk rapport fra Institutt for samfunnsforskning.	60:79
1980-1990_bystyrerepresentant_4	bystyrerepresentant	Heller ikke i disse tilfellene har bystyrerepresentanter med styreverv i det samarbeidende selskap konsekvent fratrådt under bystyrebehandlingen av saken, slik loven pålegger dem. Utvalget konstaterer manglende fratreden i følgende saker: a. Bystyret behandlet i møte 5.3.1986 (sak 114) spørsmål om hvorvidt kommunen skulle inngå avtale med Grønland Byfornyelse A/S om fornyelse av Pilestredet 28 og 30 a, b og c. Bystyrerepresentant Peter N. Myhre var i 1986 medlem av styret i Grønland Byfornyelse A/S.	414:433
2012-2019_bystyrerepresentant_883	bystyrerepresentant	Det er like fullt nødvendig å legge til grunn en enkel standard på denne strekningen, noe det også legges opp til i forprosjektet» heter det i innstillingen fra byråd for miljø og byutvikling Anna Elisa Tryti (Ap). Skjedde også på Flesland Bystyrerepresentant Sondre Båtstrand (MDG) reagerer på denne forutsetningen.	240:259
1980-1990_bystyrerepresentant_3	bystyrerepresentant	Først og fremst klager mange bystyrerepresentanter over at det ikke lenger er mulig å få saker godt opplyst gjennom kontakter med administrasjonen på forhånd, at saksframstillingen fra byrådet ofte er for snau og at byrådet lanserer for få tunge policysaker for bystyret.	29:50
1980-1990_bystyrerepresentant_19	bystyrerepresentant	I brev av 31.7.1990 til granskingsutvalget har Sigurd Østen uttalt følgende om sin rolle som kommunepolitiker og formann i styret for Oslo Naeringsselskap A/S: «Imidlertid kan jeg bekrefte at i de 31 år jeg har vaert medlem av Oslo bystyre har det vaert «god latin» å oppnevne bystyrerepresentanter som styremedlemmer i organer nvor det var vesentlig at Oslo kommune var sikret styringen. Oslo Naeringsselskap A/S, hvor Oslo kommune eide 99,7% av aksjekapitalen, er eksempel på et slikt organ.	277:298
2012-2019_bystyrerepresentant_515	bystyrerepresentant	Det er den politiske avstanden til Frp som ble avgjørende for partiet. – Vi valgte å starte forhandlingene med Ap og SV fordi vi tror det er de partiene vi får mest gjennomslag med, sier bystyrerepresentant Lan Marie Nguyen Berg for MDG til VG. Hun forteller at partiet også har hatt gode samtaler med Høyre.	187:206
1980-1990_bystyrerepresentant_17	bystyrerepresentant	Bystyrerepresentant Peter N. Myhre var i 1987 medlem av styret for Grønland Byfornyelse A/S.	0:19
2012-2019_bystyrerepresentant_625	bystyrerepresentant	Men ifølge dokumenter offentliggjort av bystyrerepresentant Ivar Johansen (SV), er Urbanium AS innstilt. Prisen: 30 millioner kroner.	40:59
2012-2019_bystyrerepresentant_581	bystyrerepresentant	I Stovner bydel stemmer de fleste på Arbeiderpartiet, men bystyrerepresentant Koc snakker engasjert om Høyres politikk.	58:77
