identifier	lemma	context	indices_target_token
bib19277346_18230816_147394_33_0003_alto.xml-11-2	aktiv	Der är aktiv rädeligt att St himlen kfmrläta omsorgen att straffa	7:12
bib15873371_18950813_145112_218_0002_alto.xml-45-16	aktiv	står följande: » Under loppet af hvart qvartår skall kontrollrådet minst en gång genomgå illa aktiva och tillse, att bokföring egt rum till dagen före tillsynen.... samt för öfrigt tillse allt hvad som det an-j ser nödvändigt ».	94:100
bib15978012_18950617_148361_138_0002_alto.xml-38-1	aktiv	Äfven aktivt deltog han i de offentliga angelägenheterna inom den stad, där han under tidigare som senare mannaålder satts att verka.	6:12
bib15975087_18951018_145596_161_0003_alto.xml-66-18	aktiv	nes gemål skildras däremot som en svag energilös man, som för länge sedan upphört att taga någon aktiv del i sitt lands regering.	97:102
bib11653838_19001221_147024_51_0001_alto.xml-44-45	aktiv	skyttegille lossats 35, 523; ät ven här står Streninge gillet i andra rummet med 12, 330, Norrköping: med 10,904 o. s. v; det unga (1899 bildade) Finspongs gill * kommer med en skottsiffra af 10,610 på 71 aktiva skyttar.	205:211
bib19277277_18951225_147683_352_0004_alto.xml-114-1	aktiv	» aktiva milisen », som tjenstgör i 3 år och	2:8
bib11653811_18960608_145317_86_0003_alto.xml-161-26	aktiv	från jord gödd med chilisalpeter, ha ock gifvit till resultat, att vattnet, i synnerhet på de årstider, då plantorna ej äro i aktiv växt, innehåller betydliga mängder af det värdefulla ämnet, hvilket ju är liktydande med en motsvarande förlust för jordegaren.	126:131
bib11653828_18120227_144028_48_0002_alto.xml-3-25	aktiv	besteg sig & gt; iu kill 18 pence; han borre wara sin Herre behjelpclig att uppsöka gamla luli; hwarföre ve v ek aktiv delade sig pä serffilla häll.	113:118
bib11653790_18950222_145648_9_0002_alto.xml-131-8	aktiv	Af årsberättelsen framgick, att gillet räknar 35 aktiva och 4 passiva ledamöter, att under fjorårets öfaingar lossats	49:55
bib15978012_18951204_148361_283_0002_alto.xml-80-6	aktiv	pondenten framhåller, att ett ofördröjligt aktivt uppträdande från makternas sida är nödvändigt, enär sultanen nu fått för sig, att det räder oenighet mellan dem, och handlar därefter.	43:49
bib11653830_18950208_146968_17_0003_alto.xml-18-3	aktiv	polisrapporten, icke aktivt deltagit i upptiädet, Ilvars sista akter utspeladts utanför stadsfiskal L. de Flons bostad, där Palmgren bultade på så hårdhändt, att allt gårdens folk väcktes.	21:27
bib15760600_18950507_146401_54_0004_alto.xml-17-6	aktiv	kupis afstår tills vidare från all aktiv po litisk verksamhet.	35:40
bib11653830_18961026_146968_86_0003_alto.xml-70-10	aktiv	ännu icke uppgifvits, oell det var en officoi i aktiv tjänst, som spelade hufvudrollen i följande drama, hvilket jag här nedan relaterar sådant det framställes af ögonvittnen, i badensiska tidningar af olika färger: Premierlöjtnant von Brusewitz började i ett världshus i Kailsruhe en afton en ordväxling med köpmannen Siepmann, emedan denne, såsom von B. påstod, då han satte sig ned stölt till von B:s stol — hvilket för öfrigt icke hade observerats ens af de personer, som sutto vid samma bord!	48:53
bib19227462_18950919_147640_218_0004_alto.xml-55-13	aktiv	den 15 sept, jemförd med nästforutgångna vecka utvisar följande hufvudsakliga Förändringar: Aktiva.	92:98
bib19225758_18950821_144022_193_0004_alto.xml-131-12	aktiv	bekantkrets samt i besittning af prima referenser torde uppgifva adress till » Aktiv » ä denna tidnings anuonskontor.	79:84
bib15873371_18950723_145112_197_0003_alto.xml-117-40	aktiv	Enligt hvad jag nyss erfarit, skall ryske ambassadören hr v. Nelidow gifvit Höga Porten avis om, att i följd af de senaste händelserna Ryssland skulle kunna bli tvunget att frångå sin hittills iakttagna reserverade hållning gentemot Bulgarien och aktivt inskrida i och för ordningens upprätthållande derstädes.	247:253
bib19277330_18950214_0_19_0002_alto.xml-48-24	aktiv	Filharmoniska sällskapet härstädes gifver torsdagen den 21 d:s sin sedvanliga midvinterskonsert, efter hvars slut ett brukligt festligt samqväm med dans oger rum för aktiva och passiva medlemmar gemensamt.	166:172
bib15975090_18960922_148377_118_0003_alto.xml-99-15	aktiv	Han har i flera år varit bosatt i Frankrike, der ban hört till de aktiva anarkistiska agitatorerna, öfver hvilka den franske polisen håller sträng uppsigt.	66:72
bib15650835_18950205_146472_10_0002_alto.xml-70-129	aktiv	"Dä saken kom till behandling i Andra Kammaren yttrade jag:"" Statsutflottet har afstyrkt motionen, hufwudfakligen af det fläl, att 1883 ärs Riksdag beflöt, att mantalspenningarna fortfarande flulle bibehällas; men att 1883 ärs Riksdag icke tog steget fullt ut och afflaffade alla direkta personliga flatter, söm dä kunde asflaffas, kan wäl ej utgöra nägot giltigt fläl att framgent bibehälla dessa orättwisa flatter, som tyngst drabba samdällets mera obemedlade medlemmar och hwilka flatter enligt flatteregleringskomiténs yttrande äro de råaste och tillhöra staternas barndom UtflottetS åsigt att mantalspenningarna böra bibehållas, enär de, mer än de flesta andra flatter ingått i det allmänna medwetandet, sä att de kunna sägas wara af det stora flertalet flattdragande uppfattade säsom ett uttryck af det aktiva medborgarflapet kan jag ej dela."	808:814
bib15650814_18950919_146365_219_0001_alto.xml-69-0	aktiv	aktiva medlemmar kallas till allmän årssammankomst å Lilla hotellsalongen fredagen den 20 september kl. precis 7 e. m.	0:6
bib19225758_18950729_144022_173_0002_alto.xml-144-5	aktiv	tid tillsammans med honom såsom aktiv officer i bulgariska armén.	32:37
bib15869824_18950803_145700_62_0001_alto.xml-18-1	aktiv	inskrifna aktiva medlemmar att vid samma tillfälle afhemta sina kokarder och skyttekort, samt lemna uppgift om födelseår och värnpligtsförhållanden.	10:16
bib11653830_18980516_146968_38_0003_alto.xml-83-11	aktiv	För att återgå till flottan och dess eventuella upptagande af en aktiv vårksamhet förtjänar det att framhållas, att redan före krigets utbrott, den gamle pensionerade amerikanske amiralen Henry Erben, en mycket ansedd sjötaktiker, förklarade som sin bestämda åsikt, att den spanska flottan aldrig skulle våga sig öfver Atlanten, enär endast ett fåtal af dess fartyg kunde uthärda en så lång färd och den dessutom riskerade att vid framkomsten vara redlös af brist på kol.	65:70
bib15650837_18950607_146391_130_0003_alto.xml-115-10	aktiv	föreningens medlemsantal till 5, 169, af hvilka 1,648 aktiva, 2,485 passiva och 1,036 understödjande, eller en ökning sedan Örebrokonferensen af, hvad totalsumman beträffar, 1, 566.	54:60
bib11653790_18990728_145648_58_0003_alto.xml-125-15	aktiv	som funnos, voro själfva så godt som bedöfvade och därför icke i stånd att aktivt ingripa för ordnings åstadkommande.	75:81
bib11653838_19031002_147024_40_0002_alto.xml-187-31	aktiv	yttrande, nyligen fäldt af en skytte rörelsens vän: — Gif oss ett statsanslag på två millioner årligen, och vi skola förse landet med 200,000 skjutskickliga rekryter för det aktiva försvaret.	174:180
bib11653790_18960626_145648_26_0006_alto.xml-72-5	aktiv	hon ej på något mera aktivt sätt deltagit i stöldernas föröfvande - hon hade dock haft förbindelse med tjufven genom att af honom mottaga en större mängd af de stulna sakerna -- och dömdes slutligen för den brottsliga befattning lion tagit med tjufgodset till 100 kronors böter.	21:27
bib11653838_19011115_147024_46_0001_alto.xml-95-18	aktiv	Boxholms gille har 83 aktiva och 22 passiva, Mjölby 66 aktiva och 19 passiva, Grytgöls 74 aktiva och 6 passiva o. s. v. Lägst står det lilla Vånga med resp. 9 och 3.	90:96
bib15650837_18950401_146391_76_0004_alto.xml-25-2	aktiv	hvilka lemnat aktiv tjenst, hafva beslutat Bända Bismarck en särskild lyckönakningsadress.	14:19
bib11653811_18950209_145317_23_0003_alto.xml-115-4	aktiv	t liSrapporten, icke aktivt deltagit i uppträdet, hwars sista akter utspelades utanför stadSfiflal L. de Flons bostad, der Palmgreu bultade pä sä härdhändt, att allt gärdens solk wäckteS.	21:27
bib19277277_18950128_147683_27_0010_alto.xml-75-12	aktiv	skull gymnastiken blott vinna på en allmännare idrott, så väl i aktiv tillslutning som i allmänt erkännande.	64:69
bib19225758_18950216_144022_40_0011_alto.xml-65-28	aktiv	Enligt den nya dagordningen få nämligen utom fackföreningarnas aflönade tjänstemän, blott personer, hvilka värkligen för tillfället arbeta inom sina olika yrken, deltaga i kongressen såsom aktiva medlemmar.	189:195
bib11653811_19020127_145317_14_0003_alto.xml-92-6	aktiv	» Jag, som tagit en aktiv del i dessa hä ndeiser », — säger hr Larsen — » kan ner det som min plikt mot allmänheten, som föres bakom ljuset af prin sessan Karadja, och gent emot de orättvisa beskyllningarna mot professorskanCarit Etlar, att uppvisa sakens verkliga sammanhang ».	20:25
bib15761570_18951003_146176_164_0002_alto.xml-2-4	aktiv	i, passiva och aktiva medlemmar kalias till extra I jg, y.	15:21
bib11653811_19020630_145317_97_0002_alto.xml-30-25	aktiv	I ett af sina senaste nummer har St. D. fäst uppmärksamheten på, hurusom en fordran, att fullgjorda medborgerliga rättigheter böra vara villkoret för aktiv rösträtt, är synnerligen öfverensstämmande med svenskt åskådningssätt och icke heller strider mot begreppet allmän rösträtt.	150:155
bib19227462_18950816_147640_189_0003_alto.xml-177-15	aktiv	att profåret, som det nu är anordnadt, gifver kandidaten för lite tillfälle att aktivt deltaga i undervisningen, hvarigenom han hindras att utveckla sin disciplinära förmåga och ej får tillfälle att försöka sig i den vigtiga uppgiften, att på egen hand föra en afdelning framåt till ett bestämdt resultat i fråga om uppfostran och undervisning.	80:86
bib15760600_18950820_146401_98_0003_alto.xml-179-9	aktiv	från Englands sida torde den kinesiska regeringen gripa till aktiva åtgärder, hvilka drottningen hoppas måtte medföra åsyftad verkan.	61:67
bib15650837_18950223_146391_46_0003_alto.xml-101-20	aktiv	dag vid första läsningen antagit Fabres af regeriigen understödda förslag, enligt hvilket en parlamentsledamot, sorn icke slutat sin aktiva militårtjenet, befrias frän återstående delen deraf.	133:139
bib15760600_18950614_146401_70_0002_alto.xml-65-12	aktiv	skyldige våra landsmän i Örebro tack, ej blott för hvad de aktivt verkat för vårt mottagande utan också och kanske ännu mera för det sätt, på hvilket de hedrat det värmländska namnet utom hembygden.	59:65
bib19225758_18950612_144022_134_0003_alto.xml-27-9	aktiv	8:s styrelse söka åstadkomma den önskade närmare sammanslutningen mellan aktiva och passiva medlemmar i C.	73:79
bib19277277_18950810_147683_215_0004_alto.xml-174-19	aktiv	äro öfver 400 deltagare anmälda, under det att sistnämnda år antalet anmälda utgjorde 372, hvaraf cirka 300 aktivt deltogo.	108:114
bib11653811_18960724_145317_111_0003_alto.xml-75-22	aktiv	Det är icke utan sina goda skäl som de korsikanska gendarmerna få räkna sin tjenstetid på Korsika lika med en lika lång aktiv tjenst i fält.	120:125
bib15873371_18950111_145112_10_0002_alto.xml-15-25	aktiv	förberedande stegen hade tagits, tillräckliga att göra luften väl laddad med obestämda farhågor och menniskornas sinnen mogna för någon ny utveckling, börjades de aktiva måtten oeh stegen, på ett slaga bekymmerslöst, omedvetei sätt, liksom örn tingens gudomliga ordning hade råkat ut för en öfvergående dissonans — intet vidare.	163:169
bib19227291_18950223_145289_23_0003_alto.xml-68-34	aktiv	"Med anledning af konungens sista skrifvelse skrifver ” Morgenbladet"": ” Utan att ega en alldeles effektiv regering bar konungen i sina förhandlingar med det radikala partiet varit hänvisad till ett personligt ocb aktivt uppträdande i politiken, och det har då mäst ligga nära för de förenade rikenas monark att särskildt framhålla de synpunkter, som för honom ställa sig som bufvudpuukterna i arbetet för unionens upprätthållande och befästande."	213:219
bib15650835_18960313_146472_41_0007_alto.xml-45-0	aktiv	aktiva fackföreningsmedlemmarne afslogo denna begäran, föreslog motionären bildandet af en understödskassa och anhöll örn elt förskott af 25,000 francs.	0:6
bib11653811_19000822_145317_129_0004_alto.xml-62-20	aktiv	Vid föreningens början ingingo omkring 40 medlemmar i densamma och nu är antalet omkring 70, hvaraf de allra flesta aktiva deltagare, som lossat närmare 3,000 skott under de få timmar öfningarna pågått och dervid ett jemförelsevis stort antal deltagare » skjutit upp » sig i Usta klassen.	116:122
bib11653811_18991115_145317_176_0003_alto.xml-109-29	aktiv	För att stödja sina påståenden gaf nu åklagaren en närmare skildring af ecartéspelet, pointerande att spelet endast rörde sig örn 5 kort samt att i detsamma deltogo både aktiva och passiva spelare.	170:176
bib19227462_18950708_147640_155_0002_alto.xml-77-34	aktiv	Den bekante irländsko parlamentsmedlemmen Sexton har likaledes offentliggjort en skrifvelse, i hvilket han meddelar, att han icke skall söka blifva återvald i sin valkrets, utan tänker draga sig till baka från aktivt deltagande i det politiska lifvet.	210:216
bib19277349_18950611_147403_76_0002_alto.xml-188-11	aktiv	funderade också på, örn det ej vore lämpligt om våra aktiva nykterhetsvänner numera ägnade litet större uppmärksamhet åt de obrutna bygderna, äfven med fara att verksamheten drefves mindre kraftigt å sådana platser, där nykterheten dock står jämföi ’ elsevis högt.	53:59
bib15873371_18950808_145112_213_0002_alto.xml-198-1	aktiv	Sparbankens aktiva uppgifvas nu tili 81,575 kr., medan deiå insatts i sparkassemedel 331,433 kr.	12:18
bib15873371_18950930_145112_266_0003_alto.xml-107-11	aktiv	i$ke Kina detta vilkor, ämnar engelske befälhafvaren gifva order örn aktiva åtgärder.	69:75
bib15873936_18961013_147385_119_0003_alto.xml-62-26	aktiv	helt oförmodadt lemnat sin politiska tillbakadragenhet och med mycken skärpa uttalat sig om grymheterna mot Armenien samt gjort sig till tolk för en mera kraftig och aktiv politik från Englands sida äfven på egen hand gentemot Porten.	166:171
bib19227462_18951001_147640_228_0002_alto.xml-50-39	aktiv	Då de senaste tjugufem årens ekonomiska utveckling, på samma gång kapitalet tillväxt med en större hastighet än vanligt, dock företer en kännbar minskning i kapitalafkastningen, i det att de såsom jordbrukare, industriidkare och köp män aktive kapitalisterne fått vidkännas skärpt konkurrens och sjunkande varupris och de passive kapitalisterne eller räntetagarne varit underkastade betydliga räntenedsättningar, med andra ord då det räder motsägelse mellan statistikens glädjande vittnesbörd och den missnöjda allmänna meningen i landet, sådan den kommer till uttryck hos de egendoms- och bildningsinnehafvande klasserna, så ligger den slutsatsen naturligtvis nära tillhands, att det öfverklagade ekonomiska betrycket företrädesvis träfiat de samhällsklasser, hvilka ega produktionsmedlen eller kapitalet, medan deremot nationens allmänna välstånd eller den stora arbetaremajoritetens lefnadsvilkor fortfarit att törkotras.	237:243
bib15975090_18961128_148377_148_0004_alto.xml-48-5	aktiv	och pris sändes till » Aktiv », Norra Annonsbyrån, Stockholm.	23:28
bib11653811_18990317_145317_42_0002_alto.xml-106-21	aktiv	om möjligheten att i hast åter samla vår spridda trupp, ty båda två äro vi angelägna att få komma i aktiv tjenst igen.	100:105
bib19277277_18950411_147683_99_0001_alto.xml-16-25	aktiv	De personer, som önska genomgå fallständig samaritkurs med 5 lektioner neder loppet af t v i. och en half recka och derigenom blifva aktiva medlemmar af Svenska Samaritföreningen, knnna derom göra anmälan muntligen eller helst skriftligen hos Regementstntendenten Toli Holjuo, Östermalmsgatan Al 2 B, eller genom anteckning å för ändamålet framlagd lista i Hrr Samson & Wallin » Bokhandel, Alf 7 Drottninggatan.	133:139
bib11653830_18960309_146968_20_0001_alto.xml-41-23	aktiv	inflytande, och det är säkert, att man mycket lyssnar till hans ord, oaktadt han ej synnerligen ofta framträder i den aktiva politiken.	118:124
bib11653815_18970830_146944_99_0003_alto.xml-61-13	aktiv	"Simla telegraferas till ” Times"": Afridierna afböllo sig på tisdagen från aktiva fiendtligbeter och stannade i bärgen, där de känna sig säkra för angrepp."	74:80
bib19227291_18960901_145289_105_0003_alto.xml-56-20	aktiv	kostnader, som blefve en följd af den nya härordningens genomförande, så litet kännbara sorn möjligt, skall den aktiva tjenstetiden nedsättas från 28 till 24 månader, hvarigenom det årliga tillskottet icke kommer att öfverskrida sex till åtta millioner.	112:118
bib19227462_18950209_147640_34_0003_alto.xml-9-3	aktiv	Ett stort antal aktive officerare vid narmén och flottan hafva kommenderats katt åhöra föredraget.	16:22
bib15873371_18950225_145112_55_0003_alto.xml-32-44	aktiv	Franska senaten antog den 22 dea nes den provisoriska tolftedelen af budgeten, i öfverensstämmelse med regeringens förslag, samt i andra behandlingen ett af Faber väckt och af regeringen understödt förslag, enligt hvilket parlamentsmedlemmar skulle vara fritagna från all militärtjänst elter den aktiva tjenstetidens slut.	296:302
bib19277346_18100203_147394_2_0003_alto.xml-0-40	aktiv	- ^aktadt menniskans skröplighet är hon likrväl banad till förnuftig — Om hon upphör, att wara ber, plägas och frätes hon af oro och förwirring, och är icke mera öfrverrnS med stg sjelf; och afsmak följer aktiv de flärdnöjen, som förnuftet ogillar.	205:210
bib11653828_18250414_144028_84_0003_alto.xml-7-63	aktiv	Anmärkaren söker widare insinuera, såsom skulle profektet innehålla inrättningen af en ny brandkorps af 27; nian med nödigt befäl och stor kostnad, me » rälta förhällandel är, all nuwarande Brandwaktskorps blott skulle ökas med 6r nian, för alt utgöra en ändamälscnligare organiserad brandkorps, under nödigt befäl, hwilkcn brcinekorps, fördelad i n kaserner, med cn aktiv spruta i hwardera kasernen, barde pä kallelse natt eller dag hasta dem till hfelp, hos hwilka eldsolpcka uppkommit och innan den hunnit utbryta: en äkgard som saknas wid nuwarande kldstäckningsanstaller, der hjclpen, först ester utbruten eld, medelst klämtning och larm famlas, och icke sällan ankommer kill elden kwä timmar sednare an cldswädan af husfolket blifwil känd.	367:372
