identifier	lemma	context	indices_target_token
schaumann_psyche01_1791-1745-1	Abend	Celle, den 4ten Aprill 1790. Gestern Abend, theurer B., bin ich mit meinem lieben W. hier angelangt. Wir hatten eine angenehme Fahrt, da wir auf unserm Wege zweymal die Freude genossen, herzlich geliebte und seit einem Jahr nicht gesehene Freunde zu umarmen.	37:42
sulzer_reise_1780-1252-3	Abend	Die Verleger. Jch reisete denselbigen Abend spät noch weiter, um in St. Pont zu übernachten. Dies ist ein angenehmer nur aus zwey Gasthöfen bestehender, mit vielen schönen und hohen Pappeln umgebener Ort.	38:43
brehm_thierleben01_1864-13588-12	Abend	Jhre Gier ist aber immer noch so groß, daß sie das Erbrochene wieder auffressen, wie es die Hunde auch thun. Bei reichlicher Nahrung schlafen sie den ganzen Tag und gehen erst des Abends herum, selbst wenn sie keinen Hunger haben. Ein gefangenes Stinkthier bleibt jedoch unter allen Umständen ein ungemüthlicher Gesellschafter, weil er in einem Augenblicke schlechter Laune dem Menschen immer noch gehörig zu schaffen machen kann.	180:186
fontane_reise_1894-1918-5	Abend	Endlich indessen nahm er wahr, daß die kleine Seitenpforte drüben aufging und Schwester Elisabeth heraustrat, hinter ihr ein paar andere Schwestern, zuletzt auch Schwester Beate. Sie wollten, wie jeden Abend, so auch heute zur Abendandacht und schritten auf einen überdeckten, aber an beiden Seiten offenen Gang zu, der die Verbindung mit einem daneben gelegenen Kapellchen herstellte. „Nun ist es Zeit,“ sagte Aloys, und sofort erhoben sich alle und gingen über die Dorfstraße nach dem Stift hinüber, wo sich die drei älteren im Schatten der Eingangsthür aufstellten, während Aloys bei dem Bruder eintrat und ihm kurz mitteilte, weshalb sie kämen.	202:207
holtei_vagabunden01_1852-284-1	Abend	Wie gesagt, so gescheh’n. Eines Abends komm’ ich über die Brücke, von Neudorf herein, wo ich eine meinige Muhme besucht hatte, und mitten auf der Brücke, da sie sich am höchsten wölbt, und ich vom Steigen müde bin, rast’ ich einen Augenblick aus, schau’ mich um nach den grünen Bergen im Abendroth, — fällt mein Blick hinab auf Bildhauers Häuschen, — und siehst Du, Anton, Du magst mir ’s nun glauben, oder nicht, jetzt noch, wo ich Dir ’s beschreibe, fühl’ ich den Stoß, den mir’s damals in’s Herz gethan! — Jch schau’ hinab und sehe einen Kornet von den Husaren, ein Bürschlein, nicht übler als Du heute bist, schlank wie eine Tanne, aus Bildhauers Thüre treten; der dreht sich fast den Kopf aus den Schultern und starrt empor nach der Brücke, wo ich stehe.	32:38
schwappach_forstpolitik_1894-4898-32	Abend	Aus diesem Grunde gelten für die Küstenfischerei im wesentlichen die gleichen Normen zum Schutze des Fortpflanzungsgeschäftes, welche bereits bei der Binnenfischerei besprochen worden sind, mit den durch die Art der Fische und der Verhältnisse bedingten Modifikationen. Es bestehen für verschiedene Fischarten, namentlich für die Plattfischarten, Minimalmasse, ferner eine jährliche Schonzeit, sowie in den deutschen Küstengewässern eine Wochenschonzeit von Sonnabend Abend 6 Uhr bis Sonntag Abend 6 Uhr. Das Fischen in bestimmten Revieren kann eingeschränkt oder ganz untersagt werden.	492:497
schnitzler_anatol_1893-1238-1	Abend	Unsere Gesellschaft bleibt drei Monate hier, wie Sie wohl in der Zeitung gelesen haben. Der Abend gehört der Freundschaft. Heute Abends bin ich bei Ihnen.	92:97
polenz_buettnerbauer_1895-700-11	Abend	Er saß ganz vorn im Wagen, so daß er den Pferdeschwanz beinahe mit den Füßen berührte, auf einem Gebund Heu, hinter ihm lagen eine Anzahl gefüllter Säcke. Er hatte sich rasiert, was er sonst nur am Sonnabend Abend that, er trug ein reines Hemd, den schwarzen Rock und einen flachen Filzhut — sichere Wahrzeichen, daß es nach der Stadt ging. Als er am Kretscham von Halbenau vorbeikam, stand dort sein Schwager, Ernst Kaschel, in der Thür, Zipfelmütze auf dem Kopfe, die Hände unter der Schürze, in der echten Gastwirtspositur.	208:213
schauberg_freimaurerei01_1861-5823-31	Abend	Röth, a. a. O., II. S. 482. Aus den Schuleinrichtungen des Pythagoras, worüber Röth, a. a. O., S. 488 ff., handelt, mag hier noch angeführt werden: Dreimal, Morgens, Mittags und Abends, wurde täglich geopfert, sowohl Trank-als Brandopfer; diese letztern bestanden nur im Verbrennen von Weihrauch, nicht aber von Opferthieren, worin Pythagoras dem Zarathustra folgte. Die Trankopfer wurden besonders jedesmal vor Tische den Göttern und Heroen, – dem Zeus, dem Herakles und den Dioskuren täglich gespendet.	178:184
forster_reise02_1780-3721-3	Abend	Als wir an den Strand zurück kamen, waren die mehresten von den Eingebohrnen schon zur Ruhe gegangen, und in kurzer Zeit befanden wir uns ganz und gar allein. Die Kühle des Abends, welche den armen nackten Indianern so empfindlich gewesen, war uns Bekleideten so angenehm, daß wir noch eine ganze Zeitlang einsam in den Wäldern herumspatzierten. Die Dämmerung lockte daselbst eine Menge Fledermäuse aus ihren Schlupfwinkeln.	173:179
forster_reise02_1780-5809-1	Abend	Das buschigte Gras (dactylis glomerata) hatte fast allein das ganze Eiland überwuchert. Gegen Abend wurden die Boote am Bord genommen, und des andern Morgens um drey Uhr liefen wir um die Nordöstliche Spitze von Staaten-Land, die Pater Feuillee Cap St. Johannis nennt, wiederum in See.	94:99
forster_reise02_1780-6343-18	Abend	Capt. Cook, der diese Insel gerne besuchen wollte, verließ den Dutton am 24sten Abends, nachdem wir alle am Bord dieses Schifs gespeist, und vom Capitain Rice nebst seinen Paßagieren viele Höflichkeiten genossen hatten. Früh Morgens am 28sten erblickten wir das Land, und liefen den ganzen Tag bis gegen fünf Uhr Abends, da wir in der Creutz-Bay ankerten. Diese Insel ward zuerst im Jahr 1501. von Joao da Nova Galego einem Portugiesen entdeckt, der sie Ilha da Conceicao nannte.	313:319
campe_robinson02_1780-1819-13	Abend	Der anbrechende Morgen hatte kaum den untersten Rand des östlichen Himmels geröthet: als der muntre Robinson seinen Gefährten wekte, um das Werk zu vollenden, welches sie gestern angefangen hatten. Sie arbeiteten den ganzen Tag über so unverdrossen, daß sie noch denselben Abend mit dem Flößholze zu Stande kamen. Sie hatten eine doppelte Reihe von Balken, theils durch Strikke, theils durch biegsame und zähe Gerten von indianischen Weiden so fest an einander gebunden, daß sie ein völlig sichres Fahrzeug abgaben, welches ohngefähr zwanzig Fuß lang und fast eben so breit war.	273:278
richardson_clarissa05_1750-8230-14	Abend	Ein Brief von dem Capitain Tomlinson, dauchte mich, half sie zufrieden sprechen. Jn demselben ward mir gemeldet, daß ihr Onkel Harlowe gewiß am Mittwochen, Abends, den 28ten Jun. zu Kenntisch-Town seyn wollte: weil der folgende Tag, der 29te Jun. sein Geburtstag wäre; und er in der Betrachtung ein doppeltes Verlangen trüge, unsere Vermählung alsdenn in seiner Gegenwart in geheim vollzogen zu sehen. Jst denn aber der Donnerstag, der 29te, wirklich ihres Onkels Geburtstag?	156:162
pestalozzi_lienhard03_1785-3496-8	Abend	Richts, das früh oder späth ihnen nuzlich seyn konnte, hielt er ausser dem Kreis seiner Schularbeit; denn er fühlte sich Vater, und glaubte seine Arbeit seye nichts minder als das Erziehen der Kinder, und was immer ihr ganzes Erziehen erfordere, das sey alles im Kreis seines Berufs. Desnahen brachte er ausser den Schulstunden fast alle Abende mit ihnen zu, und nachte denn mit ihnen was sie nur wollten. Manchmal schnitt er mit ihnen Holz, manchmal nachte er mit ihnen Figuren aus Wachs, Menschen und Thiere, Kopf und Hände, oft Häuser und Mühlen, und Sägen, und Schiffe.	338:344
raabe_akten_1896-391-36	Abend	Also empfehle ich mich und, liebe Frau Trotzendorff, wenn unsere Frau Doktern Ihrem Wurm für diese Nacht ein Lager da auf ihrem Sofa machen würde, wie sie's auch mal meinem kleinen seligen Hans gethan hat, so hielte ich das für das Beste. Das Kind wird doch wohl diese Nacht durch ein bißchen unruhig sein und Pflege verlangen und Sie, liebe Madame, recht stören. Habe ich schon wieder zu viel gesagt? na, denn guten Abend rundum. Zwischen uns Beiden bleibt Alles wie es ist, Frau Doktern.“	417:422
leisewitz_julius_1776-25-8	Abend	Aspermonte. Jch verstehe noch nichts; — noch gestern Abend waren sie so ruhig, was machte diese plözliche Veränderung? Julius.	53:58
humboldt_aequinoktial03_1859-1368-1	Abend	Der Strom ist hier so tief, daß ein Senkblei von 40 m den Grund nicht erreicht. Gegen Abend wurde der Himmel bedeckt und düster, Windstöße und dazwischen ganz stille Luft verkündeten, daß ein Gewitter im Anzug war. Der Regen fiel in Strömen und das Blätterdach, unter dem wir lagen, bot wenig Schutz.	86:91
moritz_erfahrungsseelenkunde01003_1793-349-2	Abend	Den Nachmittag nimmt er von seinen Freunden und Bekannten Abschied, und läßt Träger, die er namhaft macht, bestellen, die ihn zu Grabe tragen sollen. Endlich des Abends um zehn Uhr geräth er in eine völlige Wuth. Dieses dauerte mit einiger Remission, bis über drei Stunden fort, worauf er unbemerkt verschied.	162:168
moritz_erfahrungsseelenkunde0201_1784-39-27	Abend	Seine Mutter wollte er schlechterdings nicht wieder um Hülfe ansprechen, es möchte ihm gehn, wie es wolle. So irrte er umher bis es finster wurde, und warf sich innerhalb der Mauer an einer Gartenwand nieder, ohne zu wissen, ob er diesen Abend zu Hause gehn oder hier liegen bleiben sollte. Jn solchen Stunden floh er jeden Menschen, selbst seine vertrautesten Freunde *); er fürchtete daher, jemanden zu begegnen, mit dem er reden müßte, und ließ sich lieber hier allein von der Angst foltern.	238:243
andreas_fenitschka_1898-1404-5	Abend	Es reute mich nicht mehr, Paris verlassen zu haben, trotzdem ich grade jetzt dort den Winter hatte genießen wollen, — und doch lag in der Stimmung, worin ich diese Reise unternahm, mir unbewußt, ein tieferer Leichtsinn, der von dunkeln Sensationen träumte, als in allen Genüssen, zu denen ich mich dort hätte verleiten lassen können. In Brieg langte ich am Abend nach neun Uhr an. Den Tag meines Eintreffens hatte ich absichtlich nicht gemeldet, ich ließ mein Gepäck am Bahnhof und ging langsam über den Wallgraben unsrer Steinstraße zu.	357:362
laukhard_leben03_1796-1511-34	Abend	Ich werde in einem eignen Kapitel von den Gräueln der medizinischen Pflege unsrer braven Krieger in diesem Feldzuge reden, unpartheiisch zwar, aber doch so, wie ich diese Gräuel selbst gesehen habe. Es war entsetzlich kalt den Abend nach der Kanonade: der Wind ging scharf, und mit Regen vermischt — und wir musten da unter freiem Himmel stehen, bis den andern Tag gegen Abend, aus Furcht, Dumouriez mögte sich seines Vortheils bedienen, und uns angreifen. Zum Feuermachen fehlte es an Holz, also lief man in die hinten liegenden Dörfer, und holte da, was man von Holz vorfand, hieb die Bäume im Felde nieder, und machte große Feuer.	371:376
pfeiffer_frauenfahrt01_1850-104-1	Abend	Auch am 2. Juli versuchten wir die Anker zu lichten, es war jedoch so erfolglos wie Tags zuvor. Gegen Abend sahen wir einige Delphine, auch Tummler genannt, nebst mehreren Möven — Verkünder der nahen See. Viele Schiffe zogen gar eilig an uns vorüber, — ach, sie konnten Sturm und Wind benützen, ihnen schwellte er die Segel, und trieb sie eilend der nahen Stadt zu.	102:107
berg_ostasien02_1866-3524-35	Abend	An Bord des Flaggschiffes befand sich Herr Neale, während seine mehr oder weniger mit der Landessprache vertrauten Attaché’s auf die übrigen Schiffe vertheilt wurden. Am 11. August fuhr das Geschwader durch die Vandiemens-Strasse, lief noch denselben Tag in den Golf von Kagosima ein und ging, nach einigen Schwierigkeiten wegen der grossen Wassertiefe, gegen zehn Uhr Abends an einer geeigneten Stelle zu Anker. Früh am nächsten Morgen kam vom Ufer ein Boot mit zwei Beamten, welche allerlei Fragen über die Herkunft, Bestimmung, Kanonenzahl der Schiffe u. s. w. thaten und sich dann wieder entfernten.	369:375
moritz_erfahrungsseelenkunde0401_1786-858-55	Abend	Nun kam sie herbei die Nacht, und ein Zufall verhinderte die Ausführung des ganzen Projektes. Mein Bruder hatte das, was er zusammenpackte, hinter eine Bude in das Kelterhaus gesteckt; gegen Abend kam der Eigenthümer des Hauses aus irgend einer Ursache hieher, und entdeckte zuletzt den Bündel; Sogleich zeigt er's meinen Aeltern an, diese den Aeltern seines Gesellschafters, und so wurden an demselben Abend alle ihre wonnereichen Aussichten untergraben, ihre Freuden und Hoffnungen zernichtet. Nachher kam ihnen der Gedanke nicht wieder; denn man nahm ihnen ihre erbaulichen Bücher, und folglich verlöschte das Feuer, da es an Nahrung mangelte.	403:408
fontane_briest_1896-3928-9	Abend	Das war am Donnerstag, am Tage vor der Abreise. Innstetten war über Land gefahren und wurde erst gegen Abend zurückerwartet. Am Nachmittag ging Effi in die Stadt, bis auf den Marktplatz, und trat hier in die Apotheke und bat um eine Flasche Sal volatile.	103:108
fontane_briest_1896-2883-1	Abend	Was meinst Du dazu, Effi?“ Solche Abende wurden nicht bloß geplant, sie nahmen auch ihren Anfang, und sie würden sich, aller Wahrscheinlichkeit nach, über viele Wochen hin ausgedehnt haben, wenn nicht der unschuldige harmlose Gieshübler, trotz größter Abgeneigtheit gegen zweideutiges Handeln, dennoch im Dienste zweier Herren gestanden hätte. Der eine, dem er diente, war Innstetten, der andere war Crampas, und wenn er der Innstetten'schen Aufforderung zu den italienischen Abenden, schon um Effi's willen, auch mit aufrichtigster Freude Folge leistete, so war die Freude, mit der er Crampas gehorchte, doch noch eine größere.	34:40
bauer_buehnenleben_1871-4741-6	Abend	Wie die Blume nicht ohne Sonnenschein, so können Sie ja keinen Tag ohne Lachen existiren. Nun denn, Sie sollen heut Abend einmal lachen, so recht frisch und herzfröhlich hell, hör' ich's doch selber so gern … « Wir waren vor den Heinrichen und den Spaniern gerettet und er las uns ein tolles Lustspiel und in kleinem Kreise auch wohl » Die Wochenstube «.	116:121
sulzer_theorie02_1774-9043-22	Abend	Dieses Drama darf sich nicht mit Angst an die Einheit des Ortes und der Zeit binden, weil hier nicht so viel Dinge zusammenkommen, die den Betrug der Sinnen aufhalten. Die Phantasie hat in der Einsamkeit weniger Mühe, sich aus einem Zimmer ins andere zu begeben, sich vom Morgen zum Abend, vom heutigen Tage zum folgenden zu versezen. Hier ist nichts, was ihr entgegen arbeite.	283:288
fuechsel_entwurf_1773-1161-29	Abend	Denn von ihrem Herkules, der doch nicht so alt, wie ihr Pan geschätzt wurde, zählten sie schon bis an den König Amasis 1700 Jahre, und doch mußte das Volk, während der Götterzeit, keinen Götterdienst gehalten haben, weil ihn Menes erst lehrte. Was nun noch vornämlich hieher gehört, ist, daß während der gedachten 10340jährigen Regierung der Könige, die Sonne viermahl ihren Aufgang verändert habe, und zweymahl in Abend aufgegangen, zweymahl also in Morgen untergegangen sey, ohne alle Veränderung für Aegypten. Nun hat zwar Jablonski durch sein ägyptisches Pantheon diese Götterlehre sehr gelehrt, obgleich nicht wie ein Erforscher der alten Erdkunde aus einander gesetzt; dem ungeachtet verdienet diese Bemühung den größten Dank.	415:420
blumenbach_menschengeschlecht2_1798-958-61	Abend	Nun erhellt bey einer Berechnung des menschlichen Lebensalters, durch eine Vergleichung desselben mit dem Lebensende anderer Säugthiere, leicht, welch ein großer Vorzug auch in diesem Betracht, oder wenigstens, welche Vergütung mit Wucher für die lange Kindheit dem Menschen ist zugestanden worden. Die Körpergröße, deren ich erwähnte, erinnert mich an eine sonderbare Eigenheit, welche man, so viel ich weiß, außer an dem Menschen ebenfalls an keinem andern Thiere beobachtet hat, und welche von seiner aufrechten Stellung abhängt, daß nämlich das Maas seines Körpers am Morgen um einen Zoll breit und drüber länger ist, als am Abend. Dies beobachtete zuerst ein englischer Geistlicher, Waffe, im Jahr 1724. S.	629:634
berg_ostasienzoologie01_1876-565-1	Abend	Darüber sammelten und zankten und bissen sie sich denn untereinander, fliegend und auch schwimmend, und während die so beschäftigten weiter hinter dem Schiff zurückblieben, machten sich andere wieder näher heran, in Hoffnung auf weitere Beute. Gegen Abend verloren sie sich gewöhnlich, nach Sonnenuntergang war selten mehr einer zu sehen, nur einigemal wollte Jemand in der Nacht über dem Schiffe sie schreien gehört haben. Wie sie die Nacht verbringen, war mir ein Räthsel; doch wohl schwimmend auf den Wellen, denn dass sie St. Helena, das Cap oder Tristan d’ Acunha, wovon wir nur das letztere von weitem sahen, erreichen sollten, ist ihnen doch wohl zu viel zugemuthet.	250:255
brehm_thierleben04_1867-12920-26	Abend	Man ist berechtigt, die Regenpfeifer die beweglichsten aller Stelzvögel zu nennen. Sie und ihre nächsten Verwandten scheinen keine eigentliche Tageszeit zu haben; denn sie treiben sich munter umher, vom Morgen bis zum Abend und vom Abend bis zum Morgen, scheinen also nur gelegentlich stunden-, vielleicht blos minutenlang zu schlafen. Jhr Lauf ist vorzüglich, ihr Flug leicht und schnell; die eine Bewegung wie die andere ermüdet sie wenig.	232:237
hauptmann_biberpelz_1893-385-4	Abend	Un wenn man kaput is, wie so’n Hund! Um halber Zehne des Abends spät! Frau Wolff.	57:63
laroche_geschichte01_1771-2078-5	Abend	Mädchen seben die Gewalt der Liebe gerne; sie nehmen Antheil an der Macht, die ihr Geschlecht über uns ausübt, und helfen mit Vergnügen an den Kränzen flechten, womit unsre Beständigkeit belohnt wird. Sie sagte mir den folgenden Abend eine zweyte Unterredung zu, und ich gieng recht munter und voller Anschläge zu Bette. Meine Hauptsorge war, dem pinselhaften Seymour den Widerstand des Fräuleins und die heroisch ausgezeichnete Würkung seiner unartigen Vorwürfe zu verbergen.	229:234
spielhagen_problematische04_1861-901-3	Abend	Ich hatte mir die Gunst der Dame vollständig wieder erobert, aber um welchen Preis! Als ich am Abend des folgenden Tages — früher konnte ich mich nicht von der Gesellschaft losmachen — in den Wald gerannt war, mein Unrecht wieder gut zu machen, fand ich wol nach vielem Suchen den Platz, aber nicht mehr Xenobi. Die Bande hatte, als sie ihren Schlupfwinkel verrathen sah, ihre Zelte abgebrochen und war wer weiß wohin gezogen.	95:100
spielhagen_problematische04_1861-231-3	Abend	„Nein, durchaus nicht. Ich habe vorgestern Abend eine Nachricht erhalten, die mich sehr betrübt... Erinnern Sie sich des Professor Berger von ihrer Badereise nach Ostende vor drei Jahren?“ „Ei gewiß! wie könnte man den vergessen!	43:48
laukhard_leben0401_1797-3440-16	Abend	— Ich segnete Hn. Teller und trat mit meinen Ohnehosen ein in Grenoble. Der Etapier versicherte uns, daß er kein Brod in Vorrath habe, und erst gegen Abend einiges liefern könne: es sey ein großer Trupp Ohnehosen eben erst von da nach den Alpen gezogen, und so sey alles vorräthige Brod darauf gangen.	150:155
hoelty_gedichte_1783-539-22	Abend	Einsam war er, und still wie das Grab, und glaubte mit jedem Tritt in die Erde zu sinken. Die Knaben und Mädchen des Dorfes Brachen Main, und schmückten das Haus und die ländliche Diele, Und begrüssten den heiligen Abend vor Pfingsten mit Liedern. Wilhelm floh das Gewühl der beglückten fröhlichen Leute, Wandelt ' über den Gottesacker, und ging in die Kirche, Nahm den Kranz der geliebten Braut von der Wand, und kniete An dem Altar, und barg das Gesicht in die Blumen des Kranzes, Flehte weinend zu Gott:	215:220
rosegger_waldschulmeister_1875-2046-18	Abend	— Dahier im Waldesfriedhof möcht’ ich liegen. Erst nach Wochen habe ich es erfahren, daß ich nicht erfroren bin, daß mir an demselbigen Abende zwei Holzhauer auf Schneeleitern entgegengekommen sind, mich bewußtlos gefunden und in’s Winkelhütterhaus getragen haben. Als ich nachher viele Tage lang in der schweren Krankheit gelegen, sollen sie sogar einmal den Bader von Holdenschlag zu mir gerufen haben.	136:142
lessing_dramaturgie01_1767-389-17	Abend	Den 19ten May, 1767. Noch habe ich der Anreden an die Zuschauer, vor und nach dem großen Stücke des ersten Abends, nicht gedacht. Sie schreiben sich von einem Dichter her, der es mehr als irgend ein anderer versteht, tiefsinnigen Verstand mit Witz aufzuheitern, und nachdenklichem Ernste die gefällige Mine des Scherzes zu geben.	107:113
berg_ostasien03_1873-5496-2	Abend	Während der Verhandlungen liessen die Chinesen Thee herumreichen. — Erst am Abend erreichten die Engländer wieder ihre Quartiere. Am folgenden Tage fand die feierliche Unterzeichnung der französischen Convention und die Ratificirung des Vertrages von 1858 in ähnlicher Ordnung statt.	76:81
bruce_reisen_1784-2904-24	Abend	Gegen die Nacht wurfen wir abermal nach einer schweren Arbeit die wir den Tag über gehabt hatten, Anker, und hatten 14 Fuß Wasser. Da uns nun den 26sten der Wind des Morgens günstig wurde, so machten wir uns bey Zeiten auf unsern Weg, kamen gegen Abend in der Mündung des Flusses Bustrow an, der bey der Stadt Terki, die 3 Werste vom Ufer liegt, vorbey fließt, und fanden hier die übrige Flotte, die bey dem Admiral geblieben war. Reise nach Bustrow.	247:252
hufeland_leben_1797-3137-30	Abend	Unglückliche Menschen, die ihr immer nur an das Folgende, Mögliche denkt, und über den Planen und Projecten des Künftigen die Gegenwart verliert! Die Gegenwart ist ja die Mutter der Zukunft, und wer jeden Tag, jede Stunde ganz und vollkommen, seiner Bestimmung gemäss, benuzt, der kann sich jeden Abend mit dem unaussprechlich beruhigenden Gefühl niederlegen, dass er nicht allein diesen Tag wirklich gelebt und seinen Standpunct ausgefüllt, sondern auch sicher die beste Zukunft gegründet habe. 4. Man suche sich über alles so richtige Begriffe als möglich zu verschaffen, und man wird finden, dass die meisten Uebel in der Welt nur durch Misverstand, falsches Interesse oder Uebereilung entstehen, und dass es nicht sowohl darauf ankommt, was uns geschieht, sondern wie wirs nehmen.	297:302
