identifier1	identifier2	lemma
2532889X_1950-06-06_01_033.tcf.xml-51-23	2532889X_1952-07-03_01_121.tcf.xml-66-12	Abgesang
2532889X_1960-11-10_01_118.tcf.xml-12-1	beyer_poetik01_1882-15106-33	Abgesang
grimm_meistergesang_1811-385-48	grimm_meistergesang_1811-555-29	Abgesang
2532889X_1960-11-10_01_118.tcf.xml-12-1	26120215_1967_04_23_01_072.tcf.xml-31-25	Abgesang
2532889X_1960-11-10_01_118.tcf.xml-12-1	26120215_1964_02_04_01_177.tcf.xml-12-13	Abgesang
2532889X_1960-11-10_01_118.tcf.xml-12-1	26120215_1957_09_05_01_242.tcf.xml-27-1	Abgesang
2532889X_1981-04-01_01_117.tcf.xml-19-25	grimm_meistergesang_1811-705-35	Abgesang
2532889X_1981-04-01_01_117.tcf.xml-19-25	grimm_meistergesang_1811-707-36	Abgesang
2532889X_1981-04-01_01_117.tcf.xml-19-25	wilamowitz_aristoteles02_1893-1605-94	Abgesang
grimm_meistergesang_1811-384-1	grimm_meistergesang_1811-710-26	Abgesang
gottschall_poetik_1858-3887-10	grimm_meistergesang_1811-1252-23	Abgesang
gottschall_poetik_1858-3887-10	grimm_meistergesang_1811-1748-43	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	wilamowitz_aristoteles02_1893-1605-313	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	grimm_meistergesang_1811-705-35	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	grimm_meistergesang_1811-433-16	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	grimm_meistergesang_1811-2157-70	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	grimm_meistergesang_1811-2062-12	Abgesang
gottschall_poetik_1858-3887-10	wilamowitz_aristoteles02_1893-1605-313	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	grimm_meistergesang_1811-1974-30	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	beyer_poetik01_1882-17319-30	Abgesang
grimm_meistergesang_1811-1974-30	grimm_meistergesang_1811-2157-70	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	beyer_poetik01_1882-17292-19	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	26120215_1979_12_19_01_098.tcf.xml-26-9	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	26120215_1955_07_06_01_015.tcf.xml-5-14	Abgesang
26120215_1958_03_23_02_304.tcf.xml-30-18	grimm_meistergesang_1811-381-26	Abgesang
2532889X_1987-12-15_01_094.tcf.xml-36-10	26120215_1955_03_10_01_234.tcf.xml-14-16	Abgesang
2532889X_1987-11-14_01_073.tcf.xml-17-30	vischer_poetik_1857-2436-35	Abgesang
2532889X_1987-11-14_01_073.tcf.xml-17-30	grimm_meistergesang_1811-385-48	Abgesang
2532889X_1987-11-14_01_073.tcf.xml-17-30	beyer_poetik03_1884-2036-5	Abgesang
2532889X_1987-11-14_01_073.tcf.xml-17-30	beyer_poetik01_1882-19724-21	Abgesang
grimm_meistergesang_1811-381-26	grimm_meistergesang_1811-705-35	Abgesang
grimm_meistergesang_1811-1530-18	grimm_meistergesang_1811-2157-70	Abgesang
26120215_1958_03_23_02_304.tcf.xml-30-18	26120215_1989_10_21_01_225.tcf.xml-11-1	Abgesang
26120215_1958_03_23_02_304.tcf.xml-30-18	26120215_1987_01_17_01_130.tcf.xml-17-20	Abgesang
2532889X_1960-11-10_01_118.tcf.xml-12-1	2532889X_1987-12-15_01_094.tcf.xml-36-10	Abgesang
2532889X_1960-11-10_01_118.tcf.xml-12-1	2532889X_1989-08-11_01_133.tcf.xml-36-9	Abgesang
grimm_meistergesang_1811-1525-24	grimm_meistergesang_1811-702-32	Abgesang
2532889X_1985-04-13_01_060.tcf.xml-46-40	beyer_poetik01_1882-17923-12	Abgesang
26120215_1958_01_16_01_281.tcf.xml-9-2	grimm_meistergesang_1811-707-36	Abgesang
grimm_meistergesang_1811-433-16	grimm_meistergesang_1811-702-55	Abgesang
2532889X_1984-05-10_01_074.tcf.xml-23-31	26120215_1954_07_22_01_073.tcf.xml-7-14	Abgesang
grimm_meistergesang_1811-1993-16	grimm_meistergesang_1811-433-16	Abgesang
26120215_1979_12_19_01_098.tcf.xml-26-9	grimm_meistergesang_1811-705-105	Abgesang
26120215_1979_12_19_01_098.tcf.xml-26-9	grimm_meistergesang_1811-433-16	Abgesang
26120215_1979_12_19_01_098.tcf.xml-26-9	grimm_meistergesang_1811-385-48	Abgesang
26120215_1979_12_19_01_098.tcf.xml-26-9	grimm_meistergesang_1811-2157-70	Abgesang
26120215_1957_09_05_01_242.tcf.xml-27-1	26120215_1961_01_05_01_106.tcf.xml-25-20	Abgesang
grimm_meistergesang_1811-1993-16	grimm_meistergesang_1811-489-9	Abgesang
26120215_1957_09_05_01_242.tcf.xml-27-1	26120215_1965_08_29_01_224.tcf.xml-12-15	Abgesang
grimm_meistergesang_1811-1993-54	grimm_meistergesang_1811-384-1	Abgesang
grimm_meistergesang_1811-2067-37	grimm_meistergesang_1811-555-29	Abgesang
26120215_1957_09_05_01_242.tcf.xml-27-1	26120215_1985_09_26_01_090.tcf.xml-33-14	Abgesang
grimm_meistergesang_1811-433-16	grimm_meistergesang_1811-681-55	Abgesang
26120215_1957_09_05_01_242.tcf.xml-27-1	beyer_poetik01_1882-15790-28	Abgesang
2532889X_1984-05-10_01_074.tcf.xml-23-31	26120215_1955_07_06_01_015.tcf.xml-5-14	Abgesang
26120215_1957_09_05_01_242.tcf.xml-27-1	beyer_poetik01_1882-17299-37	Abgesang
26120215_1979_12_19_01_098.tcf.xml-26-9	grimm_meistergesang_1811-1974-30	Abgesang
26120215_1979_12_19_01_098.tcf.xml-26-9	beyer_poetik01_1882-18180-43	Abgesang
grimm_meistergesang_1811-757-20	wilamowitz_aristoteles02_1893-1605-361	Abgesang
grimm_meistergesang_1811-707-36	wilamowitz_aristoteles02_1893-1605-94	Abgesang
26120215_1979_12_19_01_098.tcf.xml-26-9	beyer_poetik01_1882-17247-77	Abgesang
grimm_meistergesang_1811-705-60	wilamowitz_aristoteles02_1893-1614-163	Abgesang
grimm_meistergesang_1811-705-35	wilamowitz_aristoteles02_1893-1605-361	Abgesang
grimm_meistergesang_1811-705-105	grimm_meistergesang_1811-705-35	Abgesang
grimm_meistergesang_1811-702-55	grimm_meistergesang_1811-705-60	Abgesang
grimm_meistergesang_1811-453-64	vischer_poetik_1857-2436-35	Abgesang
26120215_1958_01_16_01_281.tcf.xml-9-2	26120215_1962_10_21_01_158.tcf.xml-51-15	Abgesang
26120215_1958_01_16_01_281.tcf.xml-9-2	26120215_1964_08_02_01_129.tcf.xml-29-30	Abgesang
26120215_1958_01_16_01_281.tcf.xml-9-2	26120215_1985_06_18_01_080.tcf.xml-16-19	Abgesang
26120215_1958_01_16_01_281.tcf.xml-9-2	26120215_1987_01_17_01_130.tcf.xml-17-20	Abgesang
grimm_meistergesang_1811-2067-37	grimm_meistergesang_1811-702-55	Abgesang
2532889X_1985-04-13_01_060.tcf.xml-46-40	26120215_1989_10_21_01_225.tcf.xml-11-1	Abgesang
grimm_meistergesang_1811-1974-30	wilamowitz_aristoteles02_1893-1615-168	Abgesang
26120215_1957_05_16_01_256.tcf.xml-27-15	wilamowitz_aristoteles02_1893-1605-361	Abgesang
2532889X_1985-04-13_01_060.tcf.xml-46-40	26120215_1952_03_16_01_388.tcf.xml-7-16	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	2532889X_1962-08-04_01_020.tcf.xml-27-2	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	2532889X_1973-10-26_01_046.tcf.xml-10-22	Abgesang
grimm_meistergesang_1811-2067-37	wilamowitz_aristoteles02_1893-1605-362	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	2532889X_1981-04-01_01_117.tcf.xml-19-25	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	2532889X_1985-04-13_01_060.tcf.xml-46-40	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	26120215_1987_01_17_01_130.tcf.xml-17-20	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17005-6	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17040-22	Abgesang
grimm_meistergesang_1811-381-26	wilamowitz_aristoteles02_1893-1605-94	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17923-12	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	grimm_meistergesang_1811-1748-43	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	grimm_meistergesang_1811-2157-70	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	grimm_meistergesang_1811-475-24	Abgesang
2532889X_1984-05-10_01_074.tcf.xml-23-31	26120215_1962_01_17_01_314.tcf.xml-18-19	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	wilamowitz_aristoteles02_1893-1605-361	Abgesang
grimm_meistergesang_1811-1974-30	grimm_meistergesang_1811-705-60	Abgesang
2532889X_1984-06-09_01_343.tcf.xml-24-15	beyer_poetik01_1882-17039-17	Abgesang
2532889X_1984-06-09_01_343.tcf.xml-24-15	26120215_1947_02_18_01_055.tcf.xml-24-52	Abgesang
2532889X_1984-06-09_01_343.tcf.xml-24-15	2532889X_1988-11-11_01_091.tcf.xml-4-24	Abgesang
26120215_1957_05_16_01_256.tcf.xml-27-15	26120215_1964_02_04_01_177.tcf.xml-12-13	Abgesang
2532889X_1984-05-10_01_074.tcf.xml-23-31	wilamowitz_aristoteles02_1893-1614-163	Abgesang
2532889X_1984-05-10_01_074.tcf.xml-23-31	grimm_meistergesang_1811-1748-43	Abgesang
2532889X_1984-05-10_01_074.tcf.xml-23-31	beyer_poetik03_1884-4074-23	Abgesang
grimm_meistergesang_1811-1974-30	vischer_poetik_1857-2423-19	Abgesang
2532889X_1984-05-10_01_074.tcf.xml-23-31	26120215_1964_02_04_01_177.tcf.xml-12-13	Abgesang
26120215_1957_05_16_01_256.tcf.xml-27-15	26120215_1982_08_17_01_073.tcf.xml-13-1	Abgesang
26120215_1957_05_16_01_256.tcf.xml-27-15	26120215_1989_10_21_01_225.tcf.xml-11-1	Abgesang
26120215_1948_08_31_01_041.tcf.xml-2-21	grimm_meistergesang_1811-757-20	Abgesang
26120215_1957_05_16_01_256.tcf.xml-27-15	grimm_meistergesang_1811-702-32	Abgesang
2532889X_1984-06-09_01_343.tcf.xml-24-15	beyer_poetik01_1882-17041-6	Abgesang
2532889X_1985-04-13_01_060.tcf.xml-46-40	26120215_1967_04_23_01_072.tcf.xml-31-25	Abgesang
2532889X_1966-11-28_01_141.tcf.xml-12-1	2532889X_1989-02-16_01_153.tcf.xml-5-20	Abgesang
26120215_1956_07_22_02_192.tcf.xml-7-0	grimm_meistergesang_1811-478-13	Abgesang
2532889X_1990-10-01_01_102.tcf.xml-13-1	grimm_meistergesang_1811-536-11	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	vischer_poetik_1857-2436-35	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	grimm_meistergesang_1811-384-1	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	grimm_meistergesang_1811-1974-30	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	grimm_meistergesang_1811-1525-24	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	beyer_poetik01_1882-17319-30	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	beyer_poetik01_1882-17005-6	Abgesang
26120215_1951_09_02_01_034.tcf.xml-3-22	26120215_1952_03_16_01_388.tcf.xml-7-16	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	beyer_poetik01_1882-14734-18	Abgesang
26120215_1990_10_13_01_206.tcf.xml-2-5	beyer_poetik01_1882-17299-37	Abgesang
26120215_1990_09_22_01_032.tcf.xml-5-27	wilamowitz_aristoteles02_1893-1605-313	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	26120215_1990_03_10_01_570.tcf.xml-2-8	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	26120215_1971_08_06_01_395.tcf.xml-5-17	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	26120215_1960_02_03_01_306.tcf.xml-10-5	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	26120215_1956_07_22_02_192.tcf.xml-7-0	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	26120215_1955_11_02_01_196.tcf.xml-8-40	Abgesang
26120215_1990_10_13_01_206.tcf.xml-2-5	grimm_meistergesang_1811-702-32	Abgesang
26120215_1951_09_02_01_034.tcf.xml-3-22	beyer_poetik01_1882-15790-28	Abgesang
26120215_1951_09_02_01_034.tcf.xml-3-22	vischer_poetik_1857-2423-19	Abgesang
2532889X_1990-10-01_01_102.tcf.xml-13-1	gottschall_poetik_1858-3887-10	Abgesang
26120215_1952_03_16_01_388.tcf.xml-7-16	26120215_1960_04_12_01_107.tcf.xml-3-23	Abgesang
26120215_1952_03_16_01_388.tcf.xml-7-16	26120215_1958_03_23_02_304.tcf.xml-30-18	Abgesang
26120215_1952_02_03_01_263.tcf.xml-9-17	grimm_meistergesang_1811-705-35	Abgesang
26120215_1952_02_03_01_263.tcf.xml-9-17	beyer_poetik01_1882-18180-43	Abgesang
26120215_1985_06_18_01_080.tcf.xml-16-19	26120215_1989_05_26_01_048.tcf.xml-10-3	Abgesang
26120215_1985_06_18_01_080.tcf.xml-16-19	beyer_poetik01_1882-17923-12	Abgesang
2532889X_1952-07-03_01_121.tcf.xml-66-12	2532889X_1961-03-30_01_045.tcf.xml-6-9	Abgesang
2532889X_1952-07-03_01_121.tcf.xml-66-12	2532889X_1962-07-19_01_070.tcf.xml-28-23	Abgesang
2532889X_1952-07-03_01_121.tcf.xml-66-12	2532889X_1973-10-26_01_046.tcf.xml-10-22	Abgesang
2532889X_1952-07-03_01_121.tcf.xml-66-12	2532889X_1984-05-10_01_074.tcf.xml-23-31	Abgesang
2532889X_1952-07-03_01_121.tcf.xml-66-12	2532889X_1990-10-01_01_102.tcf.xml-13-1	Abgesang
2532889X_1952-07-03_01_121.tcf.xml-66-12	26120215_1957_05_16_01_256.tcf.xml-27-15	Abgesang
2532889X_1952-07-03_01_121.tcf.xml-66-12	beyer_poetik03_1884-4074-23	Abgesang
2532889X_1990-10-01_01_102.tcf.xml-13-1	26120215_1962_03_18_01_103.tcf.xml-13-28	Abgesang
2532889X_1990-10-01_01_102.tcf.xml-13-1	26120215_1989_11_17_01_084.tcf.xml-9-18	Abgesang
2532889X_1990-10-01_01_102.tcf.xml-13-1	26120215_1990_03_10_01_570.tcf.xml-2-8	Abgesang
2532889X_1990-10-01_01_102.tcf.xml-13-1	beyer_poetik01_1882-17040-22	Abgesang
26120215_1951_07_03_01_194.tcf.xml-25-6	26120215_1955_03_17_01_125.tcf.xml-9-6	Abgesang
26120215_1990_09_22_01_032.tcf.xml-5-27	beyer_poetik01_1882-17617-19	Abgesang
26120215_1990_08_27_01_423.tcf.xml-4-6	beyer_poetik01_1882-17041-6	Abgesang
26120215_1990_07_07_01_176.tcf.xml-9-7	grimm_meistergesang_1811-452-1	Abgesang
26120215_1989_10_21_01_225.tcf.xml-11-1	grimm_meistergesang_1811-1525-24	Abgesang
26120215_1950_06_06_01_033.tcf.xml-9-13	beyer_poetik01_1882-19556-5	Abgesang
26120215_1950_05_21_01_370.tcf.xml-12-15	grimm_meistergesang_1811-555-29	Abgesang
26120215_1989_05_26_01_048.tcf.xml-10-3	grimm_meistergesang_1811-757-20	Abgesang
26120215_1987_01_17_01_130.tcf.xml-17-20	grimm_meistergesang_1811-487-32	Abgesang
26120215_1989_05_26_01_048.tcf.xml-10-3	grimm_meistergesang_1811-707-36	Abgesang
26120215_1947_11_16_01_038.tcf.xml-4-24	beyer_poetik01_1882-16991-19	Abgesang
26120215_1989_05_26_01_048.tcf.xml-10-3	beyer_poetik01_1882-17724-28	Abgesang
26120215_1989_03_02_01_136.tcf.xml-18-2	grimm_meistergesang_1811-561-16	Abgesang
26120215_1988_12_20_01_107.tcf.xml-29-10	beyer_poetik01_1882-17319-30	Abgesang
26120215_1988_12_20_01_107.tcf.xml-29-10	beyer_poetik01_1882-14241-24	Abgesang
26120215_1948_08_31_01_041.tcf.xml-2-21	26120215_1951_09_02_01_034.tcf.xml-3-22	Abgesang
26120215_1948_08_31_01_041.tcf.xml-2-21	26120215_1955_07_06_01_015.tcf.xml-5-14	Abgesang
26120215_1948_08_31_01_041.tcf.xml-2-21	26120215_1957_09_05_01_242.tcf.xml-27-1	Abgesang
26120215_1948_08_31_01_041.tcf.xml-2-21	26120215_1962_03_18_01_103.tcf.xml-13-28	Abgesang
26120215_1948_08_31_01_041.tcf.xml-2-21	26120215_1962_10_21_01_158.tcf.xml-51-15	Abgesang
26120215_1948_08_31_01_041.tcf.xml-2-21	grimm_meistergesang_1811-705-35	Abgesang
26120215_1950_06_06_01_033.tcf.xml-9-13	gottschall_poetik_1858-3887-10	Abgesang
26120215_1952_03_16_01_388.tcf.xml-7-16	26120215_1962_10_21_01_158.tcf.xml-51-15	Abgesang
26120215_1950_06_06_01_033.tcf.xml-9-13	grimm_meistergesang_1811-489-9	Abgesang
26120215_1989_10_21_01_225.tcf.xml-11-1	grimm_meistergesang_1811-536-11	Abgesang
26120215_1990_07_07_01_176.tcf.xml-9-7	gottschall_poetik_1858-3887-10	Abgesang
26120215_1951_01_21_01_028.tcf.xml-61-22	26120215_1967_04_23_01_072.tcf.xml-31-25	Abgesang
26120215_1951_01_21_01_028.tcf.xml-61-22	26120215_1961_01_05_01_106.tcf.xml-2-10	Abgesang
26120215_1951_01_21_01_028.tcf.xml-61-22	26120215_1960_02_03_01_306.tcf.xml-10-5	Abgesang
26120215_1951_01_21_01_028.tcf.xml-61-22	26120215_1955_07_06_01_015.tcf.xml-5-14	Abgesang
26120215_1990_07_07_01_176.tcf.xml-9-7	beyer_poetik03_1884-2036-5	Abgesang
26120215_1990_06_01_01_353.tcf.xml-7-18	grimm_meistergesang_1811-437-33	Abgesang
26120215_1990_06_01_01_353.tcf.xml-7-18	beyer_poetik01_1882-14241-24	Abgesang
26120215_1946_12_05_01_182.tcf.xml-17-19	grimm_meistergesang_1811-2067-37	Abgesang
26120215_1951_01_21_01_028.tcf.xml-61-22	26120215_1955_03_10_01_234.tcf.xml-14-16	Abgesang
26120215_1951_01_21_01_028.tcf.xml-61-22	26120215_1953_09_25_01_140.tcf.xml-20-11	Abgesang
26120215_1947_02_18_01_055.tcf.xml-24-52	grimm_meistergesang_1811-705-35	Abgesang
