identifier1	identifier2	lemma	mean_disagreement_cleaned	judgments
1929-1965_anfektelse_56	1970-2015_anfektelse_9	anfektelse	2.0	[4, 2]
1929-1965_anfektelse_32	1929-1965_anfektelse_48	anfektelse	0.0	[3, 3, 0]
1929-1965_anfektelse_32	1929-1965_anfektelse_33	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_17	1970-2015_anfektelse_17	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_17	1970-2015_anfektelse_6	anfektelse	0.0	[3, 3]
1929-1965_anfektelse_30	1929-1965_anfektelse_31	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_30	1929-1965_anfektelse_32	anfektelse	0.0	[4, 4, 4]
1929-1965_anfektelse_30	1929-1965_anfektelse_33	anfektelse	0.0	[4, 0, 4]
1929-1965_anfektelse_30	1929-1965_anfektelse_43	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_30	1929-1965_anfektelse_56	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_30	1970-2015_anfektelse_0	anfektelse	0.0	[4, 4, 4]
1929-1965_anfektelse_30	1970-2015_anfektelse_11	anfektelse	2.0	[3, 1]
1929-1965_anfektelse_30	1970-2015_anfektelse_15	anfektelse	1.3333333333333333	[3, 3, 1]
1929-1965_anfektelse_30	1970-2015_anfektelse_16	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_30	1970-2015_anfektelse_17	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_30	1970-2015_anfektelse_2	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_30	1970-2015_anfektelse_4	anfektelse	1.0	[3, 2]
1929-1965_anfektelse_30	1970-2015_anfektelse_5	anfektelse	1.3333333333333333	[3, 3, 1]
1929-1965_anfektelse_30	1970-2015_anfektelse_9	anfektelse	1.0	[3, 2]
1929-1965_anfektelse_31	1929-1965_anfektelse_33	anfektelse	0.0	[4, 4, 4]
1929-1965_anfektelse_31	1929-1965_anfektelse_43	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_31	1929-1965_anfektelse_48	anfektelse	0.0	[3, 3, 0]
1929-1965_anfektelse_31	1970-2015_anfektelse_0	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_31	1970-2015_anfektelse_11	anfektelse	1.0	[3, 2]
1929-1965_anfektelse_31	1970-2015_anfektelse_16	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_31	1970-2015_anfektelse_17	anfektelse	0.0	[4, 0, 4]
1929-1965_anfektelse_31	1970-2015_anfektelse_4	anfektelse	2.0	[4, 2]
1929-1965_anfektelse_31	1970-2015_anfektelse_9	anfektelse	1.0	[3, 4, 0]
1929-1965_anfektelse_32	1929-1965_anfektelse_43	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_17	1970-2015_anfektelse_2	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_17	1970-2015_anfektelse_4	anfektelse	0.0	[3, 3]
1929-1965_anfektelse_17	1970-2015_anfektelse_11	anfektelse	0.6666666666666666	[3, 3, 2]
1929-1965_anfektelse_17	1970-2015_anfektelse_16	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_17	1929-1965_anfektelse_48	anfektelse	1.0	[3, 4, 0]
1929-1965_anfektelse_17	1929-1965_anfektelse_33	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_17	1929-1965_anfektelse_32	anfektelse	0.0	[4, 4, 4]
1929-1965_anfektelse_17	1929-1965_anfektelse_31	anfektelse	0.0	[4, 4, 4]
1929-1965_anfektelse_17	1929-1965_anfektelse_30	anfektelse	0.0	[4, 0, 4]
1929-1965_anfektelse_11	1970-2015_anfektelse_9	anfektelse	1.0	[3, 2]
1929-1965_anfektelse_11	1970-2015_anfektelse_15	anfektelse	3.0	[4, 1]
1929-1965_anfektelse_11	1970-2015_anfektelse_11	anfektelse	3.0	[4, 1]
1929-1965_anfektelse_11	1929-1965_anfektelse_56	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_11	1929-1965_anfektelse_43	anfektelse	1.0	[4, 3]
1929-1965_anfektelse_11	1929-1965_anfektelse_33	anfektelse	0.6666666666666666	[4, 3, 4]
1929-1965_anfektelse_11	1929-1965_anfektelse_32	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_11	1929-1965_anfektelse_31	anfektelse	0.6666666666666666	[4, 3, 4]
1929-1965_anfektelse_11	1929-1965_anfektelse_30	anfektelse	0.6666666666666666	[4, 3, 4]
1929-1965_anfektelse_11	1929-1965_anfektelse_17	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_10	1970-2015_anfektelse_9	anfektelse	0.0	[3, 3]
1929-1965_anfektelse_10	1970-2015_anfektelse_6	anfektelse	2.0	[3, 1]
1929-1965_anfektelse_10	1970-2015_anfektelse_5	anfektelse	2.0	[3, 1]
1929-1965_anfektelse_10	1970-2015_anfektelse_2	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_10	1970-2015_anfektelse_16	anfektelse	0.0	[4, 4, 4]
1929-1965_anfektelse_10	1970-2015_anfektelse_15	anfektelse	2.0	[3, 1]
1929-1965_anfektelse_10	1970-2015_anfektelse_11	anfektelse	1.0	[3, 2]
1929-1965_anfektelse_10	1970-2015_anfektelse_0	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_10	1929-1965_anfektelse_51	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_10	1929-1965_anfektelse_43	anfektelse	0.0	[4, 4]
1929-1965_anfektelse_10	1929-1965_anfektelse_31	anfektelse	1.0	[3, 4]
1929-1965_anfektelse_17	1970-2015_anfektelse_15	anfektelse	2.0	[3, 1]
1929-1965_anfektelse_17	1929-1965_anfektelse_56	anfektelse	1.0	[3, 4]
2012-2019_bank_15299	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_38450	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_15299	2012-2019_bank_1536	bank	0.0	[4, 4]
2012-2019_bank_15299	2012-2019_bank_6859	bank	0.0	[4, 4, 4]
2012-2019_bank_1536	2012-2019_bank_24575	bank	0.0	[4, 4]
2012-2019_bank_1536	2012-2019_bank_27137	bank	0.0	[4, 4, 4]
2012-2019_bank_1536	2012-2019_bank_3477	bank	0.0	[4, 4]
2012-2019_bank_1536	2012-2019_bank_38048	bank	0.0	[4, 4]
2012-2019_bank_1536	2012-2019_bank_40560	bank	0.0	[4, 4]
2012-2019_bank_1536	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_1536	2012-2019_bank_6859	bank	0.0	[4, 4]
2012-2019_bank_21123	2012-2019_bank_27137	bank	0.0	[4, 4]
2012-2019_bank_21123	2012-2019_bank_38048	bank	0.0	[4, 4]
2012-2019_bank_21123	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_24575	2012-2019_bank_27137	bank	0.0	[4, 4]
2012-2019_bank_24575	2012-2019_bank_3477	bank	0.0	[4, 4]
2012-2019_bank_24575	2012-2019_bank_38450	bank	0.0	[4, 4]
2012-2019_bank_24575	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_24575	2012-2019_bank_6859	bank	0.0	[4, 4]
2012-2019_bank_27137	2012-2019_bank_38048	bank	0.0	[4, 4]
2012-2019_bank_27137	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_27137	2012-2019_bank_6859	bank	0.0	[4, 4, 4]
2012-2019_bank_3477	2012-2019_bank_38048	bank	0.0	[4, 4, 4]
2012-2019_bank_3477	2012-2019_bank_6859	bank	0.0	[4, 4, 4]
2012-2019_bank_38048	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_38048	2012-2019_bank_6859	bank	0.0	[4, 4, 4]
2012-2019_bank_38450	2012-2019_bank_40560	bank	0.0	[4, 4, 4]
2012-2019_bank_15299	2012-2019_bank_40560	bank	0.0	[4, 4, 4]
2012-2019_bank_15299	2012-2019_bank_24575	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_21123	bank	0.0	[4, 4]
1980-1990_bank_835	2012-2019_bank_38048	bank	0.0	[4, 4, 4]
1980-1990_bank_3022	1980-1990_bank_835	bank	0.0	[4, 4]
1980-1990_bank_3022	2012-2019_bank_15299	bank	0.0	[4, 4]
1980-1990_bank_3022	2012-2019_bank_1536	bank	0.0	[4, 4]
1980-1990_bank_3022	2012-2019_bank_24575	bank	0.0	[4, 4]
1980-1990_bank_3022	2012-2019_bank_3477	bank	0.0	[4, 4, 4]
1980-1990_bank_3022	2012-2019_bank_40560	bank	0.0	[4, 4]
1980-1990_bank_3022	2012-2019_bank_4769	bank	0.0	[4, 4, 4]
1980-1990_bank_3022	2012-2019_bank_6859	bank	0.0	[4, 4]
1980-1990_bank_3391	1980-1990_bank_3668	bank	0.0	[4, 4, 4]
1980-1990_bank_3391	1980-1990_bank_4351	bank	0.0	[4, 4, 4]
1980-1990_bank_3391	2012-2019_bank_1536	bank	0.0	[4, 4]
1980-1990_bank_3391	2012-2019_bank_38048	bank	0.0	[4, 4]
1980-1990_bank_3391	2012-2019_bank_4769	bank	0.0	[4, 4, 4]
1980-1990_bank_3391	2012-2019_bank_6859	bank	0.0	[4, 4]
1980-1990_bank_3609	1980-1990_bank_4063	bank	0.0	[4, 4, 4]
1980-1990_bank_3609	1980-1990_bank_4351	bank	0.0	[4, 4]
1980-1990_bank_3609	1980-1990_bank_835	bank	0.0	[4, 4]
1980-1990_bank_3022	1980-1990_bank_4351	bank	0.0	[4, 4]
1980-1990_bank_3609	2012-2019_bank_1536	bank	0.0	[4, 4]
1980-1990_bank_2829	2012-2019_bank_40560	bank	0.0	[4, 4, 4]
1980-1990_bank_2829	2012-2019_bank_24575	bank	0.0	[4, 4, 4]
1980-1990_bank_206	1980-1990_bank_3022	bank	0.0	[4, 4]
1980-1990_bank_206	1980-1990_bank_3391	bank	0.0	[4, 4, 4]
1980-1990_bank_206	1980-1990_bank_3609	bank	0.0	[4, 4]
1980-1990_bank_206	1980-1990_bank_4063	bank	0.0	[4, 4, 4]
1980-1990_bank_206	1980-1990_bank_4748	bank	0.0	[4, 4, 4]
1980-1990_bank_206	1980-1990_bank_4829	bank	0.0	[4, 4]
1980-1990_bank_206	1980-1990_bank_835	bank	0.0	[4, 4, 4]
1980-1990_bank_206	2012-2019_bank_1536	bank	0.0	[4, 4]
1980-1990_bank_206	2012-2019_bank_21123	bank	0.0	[4, 4, 4]
1980-1990_bank_206	2012-2019_bank_27137	bank	0.0	[4, 4]
1980-1990_bank_206	2012-2019_bank_3477	bank	0.0	[4, 4]
1980-1990_bank_206	2012-2019_bank_38048	bank	0.0	[4, 4, 4]
1980-1990_bank_206	2012-2019_bank_6859	bank	0.0	[4, 4]
1980-1990_bank_2829	1980-1990_bank_3609	bank	0.0	[4, 4]
1980-1990_bank_2829	1980-1990_bank_3668	bank	0.0	[4, 4]
1980-1990_bank_2829	1980-1990_bank_4351	bank	0.0	[4, 4]
1980-1990_bank_2829	1980-1990_bank_4829	bank	0.0	[4, 4]
1980-1990_bank_2829	2012-2019_bank_38450	bank	0.0	[4, 4]
1980-1990_bank_3609	2012-2019_bank_4769	bank	0.0	[4, 4, 4]
1980-1990_bank_3668	1980-1990_bank_4063	bank	0.0	[4, 4]
1980-1990_bank_3668	1980-1990_bank_4748	bank	0.0	[4, 4]
1980-1990_bank_4748	1980-1990_bank_835	bank	0.0	[4, 4]
1980-1990_bank_4748	2012-2019_bank_24575	bank	0.0	[4, 4]
1980-1990_bank_4748	2012-2019_bank_27137	bank	0.0	[4, 4]
1980-1990_bank_4748	2012-2019_bank_40560	bank	0.0	[4, 4]
1980-1990_bank_4748	2012-2019_bank_4769	bank	0.0	[4, 4, 4]
2012-2019_bank_40560	2012-2019_bank_6859	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_24575	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_27137	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_3477	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_38450	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_40560	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_4769	bank	0.0	[4, 4]
1980-1990_bank_4829	2012-2019_bank_6859	bank	0.0	[4, 4]
1980-1990_bank_835	2012-2019_bank_15299	bank	0.0	[4, 4]
1980-1990_bank_835	2012-2019_bank_1536	bank	0.0	[4, 4, 4]
1980-1990_bank_835	2012-2019_bank_21123	bank	0.0	[4, 4]
1980-1990_bank_835	2012-2019_bank_3477	bank	0.0	[4, 4]
1980-1990_bank_4351	2012-2019_bank_6859	bank	0.0	[4, 4, 4]
1980-1990_bank_4351	2012-2019_bank_38450	bank	0.0	[4, 4, 4]
1980-1990_bank_4351	2012-2019_bank_27137	bank	0.0	[4, 4]
1980-1990_bank_4351	2012-2019_bank_24575	bank	0.0	[4, 4]
1980-1990_bank_3668	1980-1990_bank_4829	bank	0.0	[4, 4]
1980-1990_bank_3668	1980-1990_bank_835	bank	0.0	[4, 4]
1980-1990_bank_3668	2012-2019_bank_15299	bank	0.0	[4, 4]
1980-1990_bank_3668	2012-2019_bank_1536	bank	0.0	[4, 4, 4]
1980-1990_bank_3668	2012-2019_bank_21123	bank	0.0	[4, 4]
1980-1990_bank_3668	2012-2019_bank_24575	bank	0.0	[4, 4, 4]
1980-1990_bank_3668	2012-2019_bank_38048	bank	0.0	[4, 4]
1980-1990_bank_3668	2012-2019_bank_38450	bank	0.0	[4, 4]
1980-1990_bank_835	2012-2019_bank_40560	bank	0.0	[4, 4, 4]
1980-1990_bank_3668	2012-2019_bank_40560	bank	0.0	[4, 4]
1980-1990_bank_4063	1980-1990_bank_835	bank	0.0	[4, 4]
1980-1990_bank_4063	2012-2019_bank_15299	bank	0.0	[4, 4]
1980-1990_bank_4063	2012-2019_bank_1536	bank	0.0	[4, 4, 4]
1980-1990_bank_4063	2012-2019_bank_24575	bank	0.0	[4, 4, 4]
1980-1990_bank_4063	2012-2019_bank_27137	bank	0.0	[4, 4]
1980-1990_bank_4063	2012-2019_bank_40560	bank	0.0	[4, 4]
1980-1990_bank_4351	1980-1990_bank_4748	bank	0.0	[4, 4, 4]
1980-1990_bank_4351	2012-2019_bank_21123	bank	0.0	[4, 4, 4]
1980-1990_bank_3668	2012-2019_bank_4769	bank	0.0	[4, 4]
2012-2019_bank_4769	2012-2019_bank_6859	bank	0.0	[4, 4]
2012-2019_bank_24575	2012-2019_bank_38048	bank	0.0	[4, 4]
1970-2015_bit_363	1970-2015_bit_47	bit	0.0	[1, 1, 1]
1929-1965_bit_172	1970-2015_bit_138	bit	1.3333333333333333	[4, 2, 4]
1970-2015_bit_41	1970-2015_bit_47	bit	0.6666666666666666	[4, 3, 3]
1970-2015_bit_365	1970-2015_bit_47	bit	0.0	[1, 1, 1]
1970-2015_bit_365	1970-2015_bit_41	bit	0.0	[1, 1]
1929-1965_bit_172	1929-1965_bit_370	bit	0.0	[4, 4, 4]
1970-2015_bit_363	1970-2015_bit_41	bit	0.0	[1, 1]
1970-2015_bit_363	1970-2015_bit_365	bit	0.0	[4, 4, 4]
1970-2015_bit_362	1970-2015_bit_47	bit	0.0	[1, 1]
1970-2015_bit_362	1970-2015_bit_41	bit	0.0	[1, 1]
1970-2015_bit_362	1970-2015_bit_365	bit	0.0	[4, 4]
1970-2015_bit_362	1970-2015_bit_363	bit	0.0	[4, 4]
1970-2015_bit_342	1970-2015_bit_41	bit	0.0	[3, 3, 3]
1970-2015_bit_342	1970-2015_bit_365	bit	0.0	[1, 1, 1]
1970-2015_bit_342	1970-2015_bit_363	bit	0.0	[1, 1, 1]
1970-2015_bit_342	1970-2015_bit_362	bit	0.0	[1, 1]
1970-2015_bit_306	1970-2015_bit_47	bit	1.0	[4, 3]
1970-2015_bit_306	1970-2015_bit_41	bit	0.0	[4, 4, 4]
1970-2015_bit_306	1970-2015_bit_363	bit	0.0	[1, 1]
1970-2015_bit_306	1970-2015_bit_362	bit	0.0	[1, 1]
1970-2015_bit_306	1970-2015_bit_342	bit	0.0	[4, 4]
1970-2015_bit_301	1970-2015_bit_41	bit	0.0	[4, 4, 4]
1970-2015_bit_301	1970-2015_bit_365	bit	0.0	[1, 1, 1]
1970-2015_bit_301	1970-2015_bit_362	bit	0.0	[1, 1, 1]
1929-1965_bit_172	1970-2015_bit_206	bit	0.0	[1, 1, 1]
1929-1965_bit_172	1970-2015_bit_294	bit	0.6666666666666666	[4, 3, 4]
1929-1965_bit_172	1970-2015_bit_301	bit	1.3333333333333333	[3, 2, 4]
1929-1965_bit_172	1970-2015_bit_306	bit	0.0	[3, 3, 3]
1929-1965_bit_172	1970-2015_bit_47	bit	0.6666666666666666	[3, 3, 4]
1929-1965_bit_318	1929-1965_bit_370	bit	0.0	[4, 4, 4]
1929-1965_bit_318	1970-2015_bit_206	bit	0.0	[1, 1]
1929-1965_bit_318	1970-2015_bit_294	bit	1.3333333333333333	[4, 2, 3]
1929-1965_bit_318	1970-2015_bit_301	bit	0.6666666666666666	[3, 3, 4]
1929-1965_bit_318	1970-2015_bit_306	bit	1.0	[3, 2]
1929-1965_bit_318	1970-2015_bit_342	bit	0.6666666666666666	[4, 3, 3]
1929-1965_bit_318	1970-2015_bit_362	bit	0.0	[1, 1]
1929-1965_bit_318	1970-2015_bit_365	bit	0.0	[1, 1]
1929-1965_bit_318	1970-2015_bit_41	bit	0.6666666666666666	[3, 4, 4]
1929-1965_bit_318	1970-2015_bit_47	bit	2.0	[2, 4]
1970-2015_bit_301	1970-2015_bit_342	bit	0.6666666666666666	[3, 2, 3]
1929-1965_bit_370	1970-2015_bit_138	bit	0.6666666666666666	[3, 3, 4]
1929-1965_bit_370	1970-2015_bit_294	bit	1.3333333333333333	[4, 2, 4]
1929-1965_bit_370	1970-2015_bit_301	bit	1.0	[3, 4]
1929-1965_bit_370	1970-2015_bit_342	bit	1.0	[3, 2]
1929-1965_bit_370	1970-2015_bit_362	bit	0.0	[1, 1]
1929-1965_bit_370	1970-2015_bit_363	bit	0.0	[1, 1, 1]
1929-1965_bit_370	1970-2015_bit_365	bit	0.0	[1, 1]
1929-1965_bit_370	1970-2015_bit_47	bit	0.0	[2, 2]
1929-1965_bit_79	1970-2015_bit_363	bit	0.0	[1, 1]
1929-1965_bit_172	1970-2015_bit_363	bit	0.0	[1, 1]
1929-1965_bit_172	1970-2015_bit_362	bit	0.0	[1, 1, 1]
1929-1965_bit_172	1970-2015_bit_342	bit	0.6666666666666666	[4, 3, 4]
1929-1965_bit_370	1970-2015_bit_206	bit	0.0	[1, 1, 1]
1929-1965_bit_172	1970-2015_bit_41	bit	0.6666666666666666	[3, 3, 4]
1970-2015_bit_301	1970-2015_bit_306	bit	0.0	[4, 4, 4]
1970-2015_bit_294	1970-2015_bit_41	bit	2.0	[2, 4]
1970-2015_bit_294	1970-2015_bit_47	bit	1.0	[3, 4]
1929-1965_bit_131	1970-2015_bit_138	bit	0.0	[0, 1, 1]
1929-1965_bit_131	1970-2015_bit_365	bit	0.0	[0, 1, 1]
1929-1965_bit_172	1929-1965_bit_318	bit	0.0	[4, 4, 4]
1970-2015_bit_138	1970-2015_bit_206	bit	2.0	[3, 1]
1970-2015_bit_138	1970-2015_bit_301	bit	1.3333333333333333	[4, 2, 4]
1970-2015_bit_138	1970-2015_bit_306	bit	1.3333333333333333	[4, 2, 4]
1970-2015_bit_138	1970-2015_bit_342	bit	1.0	[3, 4]
1970-2015_bit_138	1970-2015_bit_362	bit	0.0	[1, 1]
1970-2015_bit_138	1970-2015_bit_363	bit	0.0	[1, 1]
1970-2015_bit_138	1970-2015_bit_365	bit	1.3333333333333333	[1, 3, 1]
1970-2015_bit_138	1970-2015_bit_41	bit	1.3333333333333333	[4, 2, 4]
1929-1965_bit_172	1970-2015_bit_365	bit	0.0	[1, 1]
1970-2015_bit_206	1970-2015_bit_294	bit	0.0	[1, 1, 1]
1970-2015_bit_138	1970-2015_bit_47	bit	2.0	[4, 2]
1970-2015_bit_294	1970-2015_bit_363	bit	0.0	[1, 1]
1970-2015_bit_294	1970-2015_bit_362	bit	0.0	[1, 1, 1]
1970-2015_bit_294	1970-2015_bit_306	bit	1.0	[3, 2]
1970-2015_bit_294	1970-2015_bit_301	bit	0.6666666666666666	[3, 4, 3]
1970-2015_bit_294	1970-2015_bit_365	bit	0.0	[1, 1, 1]
1970-2015_bit_206	1970-2015_bit_41	bit	0.0	[1, 1, 1]
1970-2015_bit_206	1970-2015_bit_363	bit	0.0	[4, 4, 4]
1970-2015_bit_206	1970-2015_bit_342	bit	0.0	[1, 1]
1970-2015_bit_206	1970-2015_bit_306	bit	0.0	[1, 1]
1970-2015_bit_206	1970-2015_bit_301	bit	0.0	[1, 1, 1]
1970-2015_bit_206	1970-2015_bit_47	bit	0.0	[1, 1]
1980-1990_bystyrerepresentant_11	1980-1990_bystyrerepresentant_16	bystyrerepresentant	0.0	[4, 4]
1980-1990_bystyrerepresentant_11	1980-1990_bystyrerepresentant_17	bystyrerepresentant	0.0	[4, 4]
1980-1990_bystyrerepresentant_11	1980-1990_bystyrerepresentant_18	bystyrerepresentant	0.0	[4, 4]
1980-1990_bystyrerepresentant_11	1980-1990_bystyrerepresentant_2	bystyrerepresentant	0.0	[4, 4]
1980-1990_bystyrerepresentant_11	2012-2019_bystyrerepresentant_360	bystyrerepresentant	0.0	[4, 4, 4]
1980-1990_bystyrerepresentant_11	1980-1990_bystyrerepresentant_4	bystyrerepresentant	0.0	[4, 4]
1980-1990_bystyrerepresentant_11	2012-2019_bystyrerepresentant_504	bystyrerepresentant	0.0	[4, 4, 4]
1980-1990_bystyrerepresentant_11	2012-2019_bystyrerepresentant_515	bystyrerepresentant	0.0	[4, 4]
1980-1990_bystyrerepresentant_10	2012-2019_bystyrerepresentant_883	bystyrerepresentant	0.0	[4, 4, 4]
1980-1990_bystyrerepresentant_11	2012-2019_bystyrerepresentant_581	bystyrerepresentant	0.0	[4, 4, 4]
1980-1990_bystyrerepresentant_11	1980-1990_bystyrerepresentant_3	bystyrerepresentant	0.0	[4, 4]
